KIC,Teff_SDSS,eTeff_SDSS,[M/H]_SDSS,e[M/H]_SDSS,Radius_SDSS,+eRad_SDSS,-eRad_SDSS,syRad_SDSS,Mass_SDSS,+eMas_SDSS,-eMas_SDSS,syMas_SDSS,logg_SDSS,+elogg_SDSS,-elogg_SDSS,sylogg_SDSS,rho_SDSS,+erho_SDSS,-erho_SDSS,syrho_SDSS,Age_SDSS,+eAge_SDSS,-eAge_SDSS,syAge_SDSS,Teff_ASPC,eTeff_ASPC,[M/H]_ASPC,e[M/H]_ASPC,Radius_ASPC,+eRad_ASPC,-eRad_ASPC,syRad_ASPC,Mass_ASPC,+eMas_ASPC,-eMas_ASPC,syMas_ASPC,logg_ASPC,+elogg_ASPC,-elogg_ASPC,sylogg_ASPC,rho_ASPC,+erho_ASPC,-erho_ASPC,syrho_ASPC,Age_ASPC,+eAge_ASPC,-eAge_ASPC,syAge_ASPC,Gaia,Teff,e_Teff,D,+e_D,-e_D,R,+e_R,-e_R,AV,Evol,Bin
5723165,5290.0,91.0,-0.12,0.1,2.727,0.075,-0.07200000000000001,0.027000000000000003,1.3159999999999998,0.08800000000000001,-0.083,0.032,3.685,0.006999999999999999,-0.006999999999999999,0.002,0.06473999999999999,0.0014199999999999998,-0.001394,0.0006147,3.5610000000000004,0.865,-0.629,0.275,5153.6,69.27600000000001,-0.12,0.1,2.672,0.07,-0.069,0.046,1.246,0.078,-0.075,0.056,3.679,0.006999999999999999,-0.006999999999999999,0.005,0.06527000000000001,0.0014199999999999998,-0.001396,0.0005622000000000001,4.474,1.11,-0.807,0.899,2076805120730177280,5284,106,316.568,2.7910000000000004,2.75,2.727,0.115,0.109,0.161,1,0
5773155,6317.0,55.0,0.138,0.1,1.896,0.044,-0.044,0.028,1.429,0.053,-0.055,0.057,4.0360000000000005,0.013,-0.013,0.002,0.2091,0.009664,-0.009419,0.001725,2.511,0.41,-0.29100000000000004,0.4370000000000001,6068.7,69.27600000000001,0.138,0.1,1.844,0.065,-0.057,0.052000000000000005,1.286,0.138,-0.065,0.102,4.024,0.015,-0.015,0.009000000000000001,0.2082,0.009667,-0.009389,0.00209,4.2780000000000005,0.6809999999999999,-1.3869999999999998,1.369,2103826645467792896,6269,125,293.896,2.369,2.337,1.937,0.08199999999999999,0.078,0.057,1,0
5773345,6214.0,61.0,0.255,0.1,2.024,0.013,-0.015,0.013,1.508,0.035,-0.038,0.028,4.003,0.006,-0.006,0.002,0.1816,0.001186,-0.0009252,0.001151,2.326,0.256,-0.223,0.279,6091.7,69.27600000000001,0.255,0.1,2.018,0.012,-0.012,0.016,1.484,0.031,-0.028,0.036000000000000004,3.998,0.005,-0.004,0.004,0.1804,0.0009273,-0.0008032,0.001053,2.617,0.243,-0.237,0.411,2103850667223592064,6130,123,180.91,0.7609999999999999,0.7559999999999999,2.052,0.086,0.081,0.063,1,0
5822889,5220.0,68.0,-0.11,0.101,4.26,0.131,-0.11,0.058,1.671,0.134,-0.112,0.064,3.401,0.009000000000000001,-0.009000000000000001,0.005,0.02157,0.00033650000000000005,-0.0003668,0.0003272,1.5519999999999998,0.478,-0.3720000000000001,0.196,5125.7,69.27600000000001,-0.11,0.101,4.165,0.104,-0.103,0.104,1.574,0.105,-0.103,0.105,3.395,0.009000000000000001,-0.01,0.006999999999999999,0.02175,0.0003155,-0.0003212,0.00028989999999999995,1.946,0.596,-0.414,0.469,2075139429344768384,5173,103,595.399,13.492,12.941,4.577,0.221,0.208,0.404,2,0
5892169,5295.0,79.0,-0.003,0.1,3.188,0.078,-0.092,0.023,1.557,0.085,-0.101,0.026,3.622,0.008,-0.008,0.002,0.04799,0.00139,-0.001269,0.0005372999999999999,2.092,0.5579999999999999,-0.245,0.226,5137.0,69.27600000000001,-0.003,0.1,3.083,0.092,-0.1,0.076,1.431,0.1,-0.106,0.091,3.615,0.008,-0.009000000000000001,0.006,0.04877,0.001435,-0.001387,0.0005894,2.8680000000000003,0.925,-0.62,0.765,2076817799473471104,5239,105,264.289,1.781,1.7619999999999998,3.173,0.135,0.128,0.127,1,0
5950854,5913.0,61.0,-0.238,0.1,1.233,0.017,-0.016,0.013,0.956,0.039,-0.037000000000000005,0.03,4.2360000000000015,0.006999999999999999,-0.006999999999999999,0.005,0.5096,0.002194,-0.00229,0.005988,9.164,1.3019999999999998,-1.171,0.929,5818.8,69.27600000000001,-0.238,0.1,1.222,0.017,-0.017,0.021,0.928,0.039,-0.038,0.046,4.231,0.006999999999999999,-0.006999999999999999,0.006999999999999999,0.509,0.002101,-0.002146,0.006129,10.75,1.5930000000000002,-1.557,1.997,2102214697001410688,5853,117,230.726,1.452,1.4380000000000002,1.293,0.055,0.052000000000000005,0.067,0,0
5955122,5930.0,55.0,-0.246,0.101,2.085,0.029,-0.034,0.023,1.211,0.038,-0.046,0.021,3.882,0.006,-0.006,0.002,0.1337,0.002307,-0.002252,0.001661,4.823,0.463,-0.3720000000000001,0.262,5753.6,69.27600000000001,-0.246,0.101,2.059,0.035,-0.037000000000000005,0.029,1.161,0.047,-0.047,0.035,3.875,0.006,-0.006,0.005,0.1331,0.002411,-0.002352,0.002068,5.742000000000001,0.622,-0.56,0.72,2101417344914702208,5861,117,179.792,0.677,0.674,2.131,0.091,0.086,0.06,1,0
5961597,6492.0,53.0,0.051,0.1,1.923,0.038,-0.038,0.024,1.465,0.049,-0.061,0.048,4.035,0.012,-0.013,0.004,0.2054,0.008351,-0.008152,0.001212,2.109,0.284,-0.225,0.217,6377.9,69.27600000000001,0.051,0.1,1.916,0.038,-0.039,0.029,1.433,0.05,-0.055,0.071,4.0280000000000005,0.012,-0.013,0.006999999999999999,0.2032,0.008376999999999999,-0.008178,0.00189,2.405,0.376,-0.282,0.551,2053601439649856128,6550,131,325.215,2.7110000000000003,2.674,2.02,0.086,0.08199999999999999,0.075,0,0
6034893,5381.0,79.0,-0.14400000000000002,0.101,4.169,0.159,-0.187,0.126,1.811,0.12,-0.166,0.114,3.454,0.013,-0.014,0.002,0.02493,0.0014880000000000002,-0.001427,0.0005431,1.236,0.438,-0.16899999999999998,0.264,5065.3,69.27600000000001,-0.14400000000000002,0.101,3.782,0.193,-0.225,0.202,1.4380000000000002,0.152,-0.172,0.175,3.438,0.014,-0.014,0.006,0.02652,0.001806,-0.0016190000000000002,0.0009948,2.699,1.726,-0.927,1.265,2101456686815252864,5165,103,531.386,6.1610000000000005,6.037000000000001,4.112,0.17800000000000002,0.16899999999999998,0.122,1,0
6035199,5271.0,69.0,-0.46,0.1,3.367,0.206,-0.19,0.091,1.156,0.159,-0.138,0.077,3.446,0.014,-0.014,0.004,0.03023,0.001814,-0.00176,0.0006150999999999999,4.473,2.684,-1.726,0.8809999999999999,4859.3,69.27600000000001,-0.46,0.1,2.966,0.098,-0.071,0.067,0.847,0.064,-0.044,0.047,3.42,0.013,-0.014,0.005,0.032330000000000005,0.001436,-0.001434,0.0004522,14.3,1.67,-2.742,1.764,2101476100063822080,4981,100,399.61800000000005,7.338999999999999,7.098,3.262,0.149,0.141,0.08,2,0
6047087,6189.0,61.0,-0.188,0.1,1.315,0.025,-0.024,0.012,1.096,0.052000000000000005,-0.051,0.033,4.239,0.01,-0.01,0.006,0.4817,0.01275,-0.01312,0.004599,4.855,0.986,-0.933,0.835,6022.8,69.27600000000001,-0.188,0.1,1.291,0.026,-0.025,0.025,1.031,0.055,-0.052000000000000005,0.06,4.229,0.011,-0.011,0.009000000000000001,0.4786,0.01268,-0.01326,0.006131,6.881,1.457,-1.293,1.626,2077581238495244032,6059,121,196.21,0.8759999999999999,0.871,1.3090000000000002,0.055,0.052000000000000005,0.058,0,0
6049366,6220.0,62.0,-0.14300000000000002,0.099,1.822,0.08199999999999999,-0.075,0.028,1.212,0.05,-0.048,0.045,3.998,0.029,-0.03,0.005,0.1992,0.02313,-0.02015,0.002322,4.399,0.5479999999999999,-0.47,0.4920000000000001,6175.2,69.27600000000001,-0.14300000000000002,0.099,1.816,0.081,-0.075,0.028,1.198,0.049,-0.05,0.045,3.996,0.029,-0.029,0.006,0.1987,0.02301,-0.0199,0.003096,4.636,0.644,-0.511,0.701,2077398341611028096,6194,124,388.518,3.785,3.723,1.826,0.078,0.07400000000000001,0.123,1,0
6116048,6072.0,49.0,-0.253,0.099,1.239,0.013,-0.013,0.01,1.0590000000000002,0.032,-0.034,0.021,4.276,0.005,-0.005,0.004,0.5572,0.0007178,-0.002045,0.005064,5.547999999999999,0.789,-0.715,0.86,5901.1,69.27600000000001,-0.253,0.099,1.222,0.015,-0.014,0.016,1.011,0.037000000000000005,-0.035,0.038,4.269,0.006,-0.006,0.005,0.5544,0.001205,-0.001347,0.004658,7.352,1.34,-1.012,1.547,2101479879638683392,6033,121,74.643,0.162,0.162,1.254,0.052000000000000005,0.049,0.018000000000000002,0,0
6129877,6064.0,72.0,-0.048,0.1,1.328,0.035,-0.035,0.016,1.115,0.056,-0.059,0.038,4.238,0.015,-0.016,0.005,0.4746,0.02509,-0.02202,0.003296,5.115,1.275,-1.039,1.063,5923.8,69.27600000000001,-0.048,0.1,1.304,0.036000000000000004,-0.034,0.022,1.056,0.057,-0.056,0.05,4.23,0.015,-0.016,0.006999999999999999,0.4753,0.0255,-0.02602,0.004401,6.965,1.517,-1.371,1.601,2077412188585292160,5995,120,179.57299999999995,1.204,1.192,1.421,0.061,0.057,0.055,0,0
6145937,5391.0,58.0,-0.313,0.101,2.278,0.069,-0.069,0.032,1.065,0.067,-0.066,0.024,3.751,0.009000000000000001,-0.01,0.002,0.09028,0.003508,-0.003458,0.001318,6.519,1.304,-0.989,0.784,5137.1,69.27600000000001,-0.313,0.101,2.155,0.079,-0.073,0.062,0.927,0.077,-0.068,0.066,3.738,0.01,-0.01,0.006999999999999999,0.09256,0.003556,-0.00355,0.001422,11.1,2.5610000000000004,-2.316,2.5860000000000003,2076876176667246080,5391,189,275.746,2.199,2.17,2.728,0.205,0.18600000000000005,0.13699999999999998,1,0
6232600,6435.0,70.0,-0.294,0.1,1.3119999999999998,0.021,-0.021,0.013,1.132,0.049,-0.049,0.033,4.255,0.009000000000000001,-0.009000000000000001,0.005,0.5006,0.01087,-0.01033,0.003271,3.334,0.7170000000000001,-0.7040000000000001,0.6629999999999999,6242.2,69.27600000000001,-0.294,0.1,1.2919999999999998,0.023,-0.023,0.016,1.065,0.051,-0.05,0.044,4.243,0.009000000000000001,-0.01,0.008,0.4938,0.01069,-0.01052,0.004646,4.974,1.115,-0.939,1.3430000000000002,2075344694413448576,6449,129,112.175,0.31,0.309,1.358,0.058,0.055,0.025,0,0
6287060,6020.0,53.0,-0.016,0.1,1.4880000000000002,0.041,-0.039,0.023,1.157,0.066,-0.064,0.045,4.155,0.016,-0.017,0.006999999999999999,0.3492,0.02002,-0.02163,0.004164,5.198,1.256,-1.055,1.21,5654.4,69.27600000000001,-0.016,0.1,1.418,0.038,-0.037000000000000005,0.024,0.991,0.047,-0.049,0.042,4.13,0.017,-0.017,0.008,0.3466,0.02808,-0.02428,0.005414,10.73,1.6230000000000002,-1.49,1.894,2053640433652398976,5850,117,223.821,1.5719999999999998,1.554,1.692,0.07200000000000001,0.068,0.06,1,0
6290627,5247.0,69.0,-0.309,0.105,3.564,0.104,-0.104,0.033,1.257,0.1,-0.095,0.027000000000000003,3.4330000000000003,0.01,-0.01,0.002,0.02777,0.0004788,-0.0004743,0.0003556,3.554,1.176,-0.8390000000000001,0.348,4950.8,69.27600000000001,-0.309,0.105,3.372,0.102,-0.093,0.077,1.083,0.09,-0.079,0.066,3.4160000000000004,0.01,-0.01,0.006999999999999999,0.0282,0.0004687,-0.0004704,0.0003372,6.941,2.248,-1.77,1.765,2077605595246777984,5065,101,439.566,5.105,5.002,3.429,0.14800000000000002,0.141,0.079,2,0
6308642,5610.0,56.0,-0.259,0.101,2.303,0.037000000000000005,-0.043,0.024,1.189,0.046,-0.059,0.026,3.787,0.006999999999999999,-0.008,0.005,0.09721,0.0017870000000000004,-0.0017329999999999995,0.001741,4.97,0.616,-0.447,0.258,5464.3,69.27600000000001,-0.259,0.101,2.272,0.044,-0.045,0.029,1.148,0.054000000000000006,-0.059,0.042,3.783,0.008,-0.008,0.005,0.09758,0.001815,-0.001765,0.001159,5.653,0.81,-0.677,0.7609999999999999,2073905090097758592,5688,114,332.9890000000001,2.364,2.337,2.414,0.102,0.097,0.207,1,0
6313425,5763.0,85.0,-0.078,0.103,2.6710000000000003,0.04,-0.042,0.027000000000000003,1.426,0.039,-0.056,0.027000000000000003,3.737,0.006,-0.006,0.004,0.07462,0.001341,-0.001279,0.001288,2.967,0.279,-0.211,0.277,5538.9,69.27600000000001,-0.078,0.103,2.63,0.045,-0.038,0.027000000000000003,1.361,0.066,-0.041,0.038,3.732,0.005,-0.006,0.004,0.07466,0.001087,-0.001396,0.00097,3.322,0.29600000000000004,-0.328,0.338,2075356720322484736,5498,110,503.512,7.432,7.239,2.709,0.121,0.115,0.295,1,0
6370489,6302.0,80.0,-0.452,0.1,2.002,0.022,-0.026,0.027000000000000003,1.211,0.038,-0.043,0.044,3.918,0.006999999999999999,-0.006999999999999999,0.005,0.151,0.002065,-0.002056,0.00112,3.968,0.448,-0.354,0.35100000000000003,6053.0,69.27600000000001,-0.452,0.1,1.974,0.029,-0.027000000000000003,0.027000000000000003,1.14,0.046,-0.044,0.047,3.904,0.006999999999999999,-0.006999999999999999,0.009000000000000001,0.14800000000000002,0.001819,-0.001748,0.002281,5.186,0.557,-0.527,0.799,2077613227412334080,6181,124,146.403,0.596,0.593,2.022,0.085,0.08,0.039,1,0
6430804,5076.0,67.0,0.061,0.1,3.702,0.2,-0.237,0.183,1.51,0.161,-0.184,0.159,3.479,0.012,-0.012,0.002,0.029710000000000007,0.002331,-0.0019510000000000005,0.001476,2.467,1.722,-0.8909999999999999,0.779,4871.0,69.27600000000001,0.061,0.1,3.214,0.26,-0.208,0.25,1.114,0.19,-0.142,0.189,3.47,0.012,-0.012,0.005,0.033510000000000005,0.00255,-0.0026420000000000003,0.002193,7.681,4.456,-3.2960000000000003,4.287,2102443292340444544,4965,99,475.539,4.175,4.114,3.2110000000000003,0.13699999999999998,0.13,0.24,2,0
6442183,6188.0,66.0,0.15,0.1,,,,,,,,,,,,,,,,,,,,,5544.5,69.27600000000001,-0.156,0.1,1.632,0.025,-0.022,0.03,0.982,0.041,-0.035,0.05,4.004,0.006,-0.006,0.006999999999999999,0.2258,0.002297,-0.002518,0.003588,10.77,1.149,-1.075,1.503,2101719057777467008,5694,114,90.426,0.197,0.197,1.673,0.07,0.066,0.028,1,0
6508366,6499.0,46.0,-0.03,0.099,2.173,0.016,-0.023,0.023,1.544,0.034,-0.047,0.041,3.952,0.005,-0.005,0.004,0.1504,0.001104,-0.0008273,0.001157,1.921,0.15,-0.142,0.121,6347.8,69.27600000000001,-0.03,0.099,2.173,0.015,-0.013,0.057,1.525,0.033,-0.027000000000000003,0.118,3.946,0.005,-0.005,0.013,0.1485,0.001119,-0.000992,0.001381,2.11,0.166,-0.157,1.074,2102432743901009280,6331,127,180.962,0.748,0.7440000000000001,2.167,0.092,0.087,0.064,1,0
6520835,6146.0,50.0,0.032,0.1,2.144,0.027000000000000003,-0.026,0.022,1.328,0.039,-0.037000000000000005,0.044,3.898,0.008,-0.008,0.006999999999999999,0.1347,0.0028190000000000003,-0.00279,0.001761,3.684,0.264,-0.268,0.273,6222.6,69.27600000000001,0.032,0.1,2.152,0.062,-0.03,0.022,1.35,0.166,-0.044,0.043,3.902,0.015,-0.009000000000000001,0.01,0.1355,0.002911,-0.002854,0.002552,3.4210000000000003,0.317,-1.028,0.412,2101731118045502976,6137,123,292.44,1.745,1.729,2.266,0.095,0.09,0.083,1,0
6529109,5806.0,90.0,0.07200000000000001,0.099,1.828,0.026,-0.028,0.017,1.19,0.043,-0.048,0.03,3.989,0.008,-0.008,0.006,0.1947,0.003479,-0.0034659999999999995,0.00343,5.957999999999998,0.855,-0.6920000000000001,0.425,5538.7,69.27600000000001,0.07200000000000001,0.099,1.7819999999999998,0.028,-0.028,0.023,1.101,0.045,-0.044,0.041,3.977,0.006999999999999999,-0.008,0.006999999999999999,0.1944,0.003527,-0.003523,0.00343,8.277999999999999,0.941,-0.901,1.075,2077710053153656832,5683,114,323.99,2.638,2.603,1.831,0.077,0.073,0.087,1,0
6530901,6374.0,53.0,0.018000000000000002,0.1,1.5590000000000002,0.018000000000000002,-0.019,0.015,1.3,0.034,-0.038,0.037000000000000005,4.165,0.008,-0.008,0.006,0.3424,0.0070459999999999984,-0.006917,0.002436,2.748,0.297,-0.266,0.5539999999999999,6281.9,69.27600000000001,0.018000000000000002,0.1,1.554,0.019,-0.022,0.019,1.276,0.037000000000000005,-0.046,0.049,4.1610000000000005,0.008,-0.009000000000000001,0.009000000000000001,0.3401,0.006951000000000001,-0.006841,0.004118,3.114,0.469,-0.353,0.8059999999999999,2077512480357667200,6340,127,236.895,1.897,1.872,1.619,0.069,0.065,0.064,0,0
6531928,5333.0,64.0,-0.7190000000000001,0.103,2.602,0.078,-0.077,0.028,0.957,0.071,-0.068,0.026,3.588,0.009000000000000001,-0.009000000000000001,0.003,0.0543,0.00136,-0.001342,0.0006327,7.816,2.216,-1.686,0.755,4931.5,69.27600000000001,-0.7190000000000001,0.103,2.463,0.048,-0.035,0.042,0.825,0.042,-0.029,0.036000000000000004,3.571,0.008,-0.009000000000000001,0.005,0.05519,0.001227,-0.001221,0.0005235,14.75,1.22,-1.954,1.5730000000000002,2077487397748654848,5111,102,308.6090000000001,2.412,2.381,2.616,0.113,0.107,0.083,1,0
6592305,6132.0,55.0,0.06,0.1,2.248,0.034,-0.032,0.023,1.362,0.041,-0.037000000000000005,0.039,3.868,0.009000000000000001,-0.009000000000000001,0.005,0.1199,0.003294,-0.00329,0.001598,3.426,0.271,-0.257,0.223,6030.5,69.27600000000001,0.06,0.1,2.238,0.034,-0.033,0.02,1.337,0.043,-0.039,0.036000000000000004,3.864,0.009000000000000001,-0.009000000000000001,0.006999999999999999,0.1193,0.00333,-0.003249,0.001948,3.74,0.315,-0.308,0.414,2102460059893136768,6074,121,278.375,2.023,2.0,2.335,0.098,0.093,0.106,1,0
6593620,5791.0,60.0,-0.26,0.1,1.581,0.04,-0.038,0.017,0.985,0.048,-0.046,0.029,4.033,0.014,-0.014,0.006,0.249,0.01226,-0.01128,0.004227000000000001,9.439,1.216,-1.08,0.967,5559.7,69.27600000000001,-0.26,0.1,1.5419999999999998,0.04,-0.038,0.036000000000000004,0.914,0.045,-0.045,0.052000000000000005,4.022,0.014,-0.014,0.008,0.2489,0.01202,-0.01181,0.004592000000000001,12.64,1.491,-1.4509999999999998,2.072,2102405045650751360,5592,112,305.677,2.235,2.208,1.598,0.067,0.063,0.115,1,0
6603624,5612.0,66.0,0.2,0.1,1.15,0.014,-0.014,0.006999999999999999,1.007,0.036000000000000004,-0.036000000000000004,0.016,4.319,0.006,-0.006,0.002,0.6613,0.0015550000000000002,-0.0007977,0.006083,8.799,1.5759999999999998,-1.402,0.911,5388.8,69.27600000000001,0.2,0.1,1.123,0.014,-0.014,0.018000000000000002,0.936,0.035,-0.033,0.044,4.308,0.006,-0.006,0.006999999999999999,0.6611,0.001599,-0.0008482999999999999,0.006024,13.22,1.6769999999999998,-1.843,2.425,2101918516057137024,5674,113,82.071,0.139,0.139,1.154,0.049,0.046,0.044,0,0
6605673,6222.0,60.0,-0.258,0.1,1.65,0.036000000000000004,-0.029,0.015,1.135,0.084,-0.052000000000000005,0.031,4.058,0.013,-0.01,0.006,0.2528,0.006257,-0.006104,0.003071,5.114,0.7340000000000001,-1.07,0.57,6058.8,69.27600000000001,-0.258,0.1,1.625,0.029,-0.029,0.023,1.0759999999999998,0.05,-0.05,0.044,4.047,0.01,-0.01,0.008,0.2503,0.006182,-0.00595,0.003787,6.528,0.949,-0.851,1.233,2101745377337239168,6046,121,330.481,2.768,2.729,1.693,0.07200000000000001,0.068,0.047,1,0
6612225,6374.0,54.0,-0.337,0.1,1.783,0.038,-0.039,0.031,1.186,0.039,-0.044,0.052000000000000005,4.009,0.011,-0.011,0.002,0.209,0.008747,-0.008543,0.003664,4.131,0.467,-0.34700000000000003,0.517,6259.3,69.27600000000001,-0.337,0.1,1.767,0.041,-0.042,0.031,1.153,0.047,-0.051,0.048,4.005,0.011,-0.011,0.005,0.2089,0.008791,-0.008556,0.003107,4.746,0.66,-0.542,0.86,2077726270950054400,6318,126,310.371,3.547,3.477,1.927,0.08199999999999999,0.078,0.049,1,0
6671492,6103.0,103.0,0.067,0.1,2.445,0.044,-0.041,0.023,1.413,0.048,-0.05,0.044,3.81,0.011,-0.011,0.006,0.09654,0.003307,-0.003256,0.0013449999999999998,3.027,0.317,-0.273,0.18,5772.2,69.27600000000001,0.067,0.1,2.418,0.044,-0.044,0.023,1.344,0.048,-0.044,0.031,3.799,0.01,-0.01,0.006999999999999999,0.09513,0.003206,-0.003168,0.0016239999999999998,3.754,0.303,-0.301,0.344,2104138494451392896,5908,118,541.507,7.59,7.403,2.495,0.11,0.104,0.162,1,0
6688822,5563.0,61.0,0.147,0.1,2.204,0.036000000000000004,-0.038,0.018000000000000002,1.263,0.04,-0.045,0.019,3.852,0.009000000000000001,-0.009000000000000001,0.005,0.1179,0.003479,-0.003439,0.001953,5.009,0.426,-0.35200000000000004,0.29,5407.1,69.27600000000001,0.147,0.1,2.1830000000000003,0.04,-0.042,0.023,1.232,0.045,-0.052000000000000005,0.033,3.849,0.009000000000000001,-0.009000000000000001,0.006,0.1182,0.003525,-0.003465,0.002021,5.522,0.618,-0.461,0.53,2101927857604292352,5600,112,282.887,6.359,6.101,2.564,0.121,0.115,0.083,1,0
6689943,6011.0,54.0,-0.002,0.1,1.479,0.032,-0.033,0.021,1.178,0.05,-0.063,0.04,4.168,0.011,-0.012,0.005,0.3628,0.01391,-0.01292,0.003043,4.779,1.291,-0.7120000000000001,1.161,5960.3,69.27600000000001,-0.002,0.1,1.474,0.034,-0.036000000000000004,0.022,1.168,0.054000000000000006,-0.071,0.051,4.166,0.011,-0.012,0.006,0.3628,0.01325,-0.01335,0.002448,5.105,1.5619999999999998,-0.877,1.338,2101737234079077888,5983,120,218.596,1.093,1.085,1.6469999999999998,0.069,0.065,0.068,1,0
6693861,5937.0,80.0,-0.402,0.102,2.121,0.029,-0.027000000000000003,0.028,1.149,0.045,-0.042,0.028,3.844,0.006,-0.006,0.004,0.1203,0.000997,-0.000976,0.0025,5.127000000000002,0.536,-0.498,0.262,5535.6,69.27600000000001,-0.402,0.102,2.056,0.026,-0.031,0.031,1.043,0.036000000000000004,-0.044,0.04,3.829,0.006,-0.006,0.005,0.1201,0.0009289,-0.0009378,0.001775,7.411,0.8170000000000001,-0.677,0.9,2125709679939965952,5592,112,439.99300000000005,4.625,4.542,2.086,0.09,0.085,0.079,1,0
6766513,6594.0,77.0,-0.397,0.102,2.0540000000000003,0.025,-0.025,0.023,1.271,0.036000000000000004,-0.038,0.038,3.916,0.006999999999999999,-0.006999999999999999,0.004,0.1465,0.002802,-0.002784,0.001533,3.1460000000000004,0.276,-0.225,0.21600000000000005,5826.5,69.27600000000001,-0.397,0.102,1.98,0.033,-0.033,0.028,1.077,0.049,-0.046,0.037000000000000005,3.876,0.006999999999999999,-0.008,0.006,0.1386,0.002399,-0.002384,0.002541,6.496,0.6890000000000001,-0.652,0.7020000000000001,2102489952865855616,6232,125,508.164,5.7620000000000005,5.649,2.136,0.092,0.08800000000000001,0.109,1,0
6802438,5313.0,59.0,-0.298,0.1,2.665,0.054000000000000006,-0.06,0.025,1.231,0.069,-0.077,0.031,3.676,0.008,-0.009000000000000001,0.004,0.06501,0.0007294,-0.0007301,0.0006707999999999999,4.141,0.921,-0.611,0.254,5095.8,69.27600000000001,-0.298,0.1,2.564,0.07,-0.067,0.053,1.108,0.086,-0.081,0.064,3.664,0.01,-0.01,0.006999999999999999,0.0657,0.0007247000000000001,-0.0007277,0.0005061,6.405,1.902,-1.464,1.578,2078425800867814656,5300,106,339.776,3.031,2.986,2.772,0.117,0.111,0.194,1,0
6806100,5286.0,83.0,0.237,0.1,2.222,0.096,-0.08800000000000001,0.036000000000000004,1.257,0.059,-0.065,0.06,3.842,0.021,-0.022,0.008,0.1141,0.009805,-0.009463,0.001535,5.417000000000002,0.988,-0.752,0.381,5134.9,69.27600000000001,0.237,0.1,2.188,0.096,-0.08900000000000001,0.044,1.207,0.068,-0.07400000000000001,0.07200000000000001,3.837,0.021,-0.022,0.01,0.1146,0.009913,-0.009634,0.00185,6.335,1.476,-1.073,1.094,2075435404125548928,5462,109,450.778,13.644,12.899,2.699,0.141,0.133,0.322,1,0
6837853,5886.0,57.0,0.154,0.1,1.376,0.045,-0.043,0.024,1.146,0.056,-0.059,0.051,4.218,0.02,-0.021,0.005,0.4385,0.029910000000000006,-0.02993,0.00502,5.541,1.341,-1.04,1.39,5679.8,69.27600000000001,0.154,0.1,1.335,0.05,-0.043,0.026,1.0490000000000002,0.068,-0.053,0.054000000000000006,4.207,0.02,-0.021,0.006,0.4383,0.03757,-0.03097,0.004825,8.805,1.765,-1.967,2.117,2104802054018515840,5761,115,250.984,1.19,1.182,1.374,0.058,0.055,0.104,0,0
6848299,5437.0,60.0,-0.368,0.101,1.737,0.054000000000000006,-0.053,0.025,0.897,0.051,-0.05,0.031,3.911,0.012,-0.012,0.003,0.1712,0.008423,-0.008319,0.003119,12.05,1.6130000000000002,-1.449,0.698,5137.0,69.27600000000001,-0.368,0.101,1.699,0.042,-0.039,0.046,0.835,0.038,-0.037000000000000005,0.043,3.898,0.012,-0.012,0.005,0.1701,0.0076180000000000015,-0.0074680000000000015,0.004332,15.28,0.715,-1.307,2.63,2105448979173147520,5344,107,315.285,2.119,2.096,1.841,0.077,0.073,0.068,1,0
6853020,6437.0,56.0,0.125,0.1,2.092,0.061,-0.061,0.036000000000000004,1.515,0.062,-0.111,0.076,3.973,0.018000000000000002,-0.019,0.005,0.16399999999999998,0.01001,-0.009785,0.00172,2.069,0.846,-0.247,0.44,6261.8,69.27600000000001,0.125,0.1,2.069,0.066,-0.064,0.035,1.4680000000000002,0.066,-0.132,0.08800000000000001,3.964,0.018000000000000002,-0.02,0.009000000000000001,0.1621,0.009968,-0.009616,0.002077,2.535,1.052,-0.373,0.747,2102329355446838528,6212,124,392.665,4.022,3.952,2.166,0.093,0.08800000000000001,0.081,1,0
6933899,5841.0,56.0,-0.045,0.1,1.591,0.014,-0.015,0.017,1.126,0.03,-0.032,0.02,4.085,0.005,-0.005,0.005,0.2794,0.0006385,-0.0007553,0.004858,6.8370000000000015,0.698,-0.612,0.34600000000000003,5685.4,69.27600000000001,-0.045,0.1,1.5730000000000002,0.016,-0.017,0.025,1.085,0.035,-0.034,0.044,4.079,0.005,-0.006,0.006,0.2786,0.000769,-0.0004782,0.004954999999999999,8.295,0.987,-0.898,2.9360000000000004,2105473993062697856,5832,117,160.966,0.8059999999999999,0.8,1.695,0.07200000000000001,0.068,0.034,1,0
6947945,5572.0,74.0,-0.14400000000000002,0.103,2.258,0.059,-0.059,0.021,1.176,0.06,-0.057,0.027000000000000003,3.802,0.009000000000000001,-0.009000000000000001,0.002,0.1026,0.00387,-0.003782,0.001341,5.205,0.762,-0.5920000000000001,0.28800000000000003,5246.2,69.27600000000001,-0.14400000000000002,0.103,2.186,0.076,-0.07400000000000001,0.049,1.075,0.079,-0.07400000000000001,0.059,3.79,0.009000000000000001,-0.01,0.005,0.1028,0.004291,-0.004161,0.001523,7.3679999999999986,1.76,-1.367,1.65,2125788157583239808,5400,108,351.487,4.695,4.585,2.28,0.1,0.094,0.085,1,0
