KIC,solution_id,designation,source_id,random_index,gaia_ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,ra_kic,dec_kic,r_est,r_lo,r_hi,r_length_prior,r_result_flag,r_modality_flag,tm_designation,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,planet?,kepler_gaia_ang_dist,nearest_neighbour
3429205,1635721458409799680,Gaia DR2 2099234844390196480,2099234844390196480,537393715,2015.5,287.00703376163335,0.0184100612502925,38.52538571912825,0.023690429969166895,3.39103911915195,0.023558042629147073,143.94402,-4.9759583218974734,0.040263427085028856,-5.56284800887869,0.04974943549698454,-0.07637783,0.023063196,-0.2073047,0.013260589,0.21550852,-0.01889206,-0.35018703,-0.15042096,-0.091816194,-0.060434964,222,222,215,7,4.913067,326.74136,0.0,0.0,31,True,308.57922,1.5695024819863443,0.006267377535271683,-0.026728066,25,16,0.039108675,0,28,False,216,1648043.239289528,434.073483243078,3796.692,10.145945,26,763537.856278575,512.5412095448988,1489.7102,10.644312,26,1246134.7302102216,718.8611537501063,1733.4846,9.523007,1.2194295,0,1.1213045,0.4983673,0.6229372,-31.333705216309628,0.3492311719994984,5,5250.0,3.5,0.0,NOT_AVAILABLE,69.56267949881436,13.512471064625423,297.5502568136634,60.348317417595204,100001,4933.425,4876.7,5002.9375,,,,,,,200111,3.4478807,3.3527339,3.528557,6.3444386,6.2673826,6.4214945,http://geadata.esac.esa.int/data-server/datalink/links?ID=2099234844390196480, ,287.00708,38.525421,292.417589768544,290.401753799984,294.46110159271,906.11422825159,1,1,2MASS J19080169+3831315,10.163,5081,45,-98,SPE72,3.486,0.012,-0.012,AST10,-0.08,0.1,-0.15,SPE72,3.497,0.135,-0.431,1.365,0.102,-0.305,DSEP,0,0,1,8.716,8.278,8.183,none,0.06695535523825451,1
3430893,1635721458409799680,Gaia DR2 2099555012732796800,2099555012732796800,1528538853,2015.5,287.62135117974776,0.019075180824120026,38.538486509213726,0.021490661384759094,3.431765864196545,0.023377313744692613,146.79898,-10.403896082545794,0.03999240319610629,18.800708628570575,0.03974450682450285,0.09647443,0.12320147,-0.14433508,-0.0760997,0.28919584,-0.12668854,-0.34630847,-0.25681946,-0.15302351,0.08118509,238,238,235,3,10.556609,537.65985,0.0,0.0,31,True,289.76868,1.6202253223194172,0.005869328240059662,0.11481474,27,17,0.033139788,0,30,False,236,948205.7626050065,255.59492325826352,3709.7988,10.746109,26,533576.4352697458,542.8966350842492,982.83246,11.033397,26,600154.4985100598,757.910448830378,791.8541,10.316262,1.1956592,0,0.7171345,0.2872877,0.42984676,-10.420643177965864,1.3633916464346907,7,6250.0,4.0,-0.5,NOT_AVAILABLE,69.77778908275796,13.079711363147258,298.49833667206957,60.24622642873524,100001,6436.66,6080.0,7129.0,0.7485,0.3997,1.178,0.4125,0.259,0.59,200111,1.4194422,1.1571286,1.590859,3.1158204,3.0786057,3.1530352,http://geadata.esac.esa.int/data-server/datalink/links?ID=2099555012732796800, ,287.62143,38.538391,288.975668645053,287.021856444228,290.955782550605,932.446204254971,1,1,2MASS J19102914+3832182,10.81,6161,80,-80,SPE72,4.168,0.017,-0.015,AST10,0.06,0.15,-0.1,SPE72,1.5,0.055,-0.067,1.209,0.079,-0.096,DSEP,0,0,1,9.836,9.579,9.519,none,0.08019478092965897,1
3430893,1635721458409799680,Gaia DR2 2099555012728529408,2099555012728529408,1691113270,2015.5,287.6210902711586,0.4112833323729499,38.53819126504299,0.3891692346474937,,,,,,,,-0.34065583,,,,,,,,,,62,0,61,1,34.167137,1747.595,1.4257354970403062,127.61728226207313,3,False,0.45575076,1.705433467473183,0.132371322195437,-0.1569248,7,5,0.705793,0,10,False,80,12590.74471828514,262.8007437698673,47.90985,15.438237,0,,,,,0,,,,,,2,,,,,,0,,,,NOT_AVAILABLE,69.77742647232648,13.07977512584066,298.49779338537786,60.24598952562124,-9223372036854775808,,,,,,,,,,-9223372036854775808,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2099555012728529408, ,287.62143,38.538391,,,,,16959,16959,2MASS J19102914+3832182,10.81,6161,80,-80,SPE72,4.168,0.017,-0.015,AST10,0.06,0.15,-0.1,SPE72,1.5,0.055,-0.067,1.209,0.079,-0.096,DSEP,0,0,1,9.836,9.579,9.519,none,1.196739679631106,0
3437637,1635721458409799680,Gaia DR2 2051388122743101824,2051388122743101824,1607351298,2015.5,289.76039294023775,0.0213409760204273,38.57528591818639,0.027276257871537004,2.6270707405779916,0.02920931197574618,89.93949,24.671498164148797,0.05108158097297136,5.499334761151854,0.04705130950563203,-0.15407,-0.1728556,-0.12012058,0.022367988,0.49838886,-0.013328278,-0.31893045,0.022745049,-0.24905443,-0.16060737,217,217,212,5,6.8572125,379.21988,0.0,0.0,31,True,420.07672,1.5855539285283582,0.006180088818202854,-0.11561628,25,14,0.038201522,0,28,False,220,537497.4096867002,211.97612106090034,2535.6506,11.362425,27,270103.6701999867,166.75646548429586,1619.7493,11.772562,26,380305.80709941004,295.5232352707393,1286.8896,10.811587,1.21007,0,0.9609747,0.41013718,0.5508375,-40.23491314042041,0.6252458738471989,8,5500.0,4.0,-0.5,NOT_AVAILABLE,70.53564790406028,11.579359224829831,301.7569534003216,59.85472631590743,100001,5338.0034,5278.01,5850.755,1.4203,1.0336,1.897,0.7157,0.447,0.9319,200111,2.0931528,1.7423476,2.1410077,3.2048814,3.1472232,3.2625396,http://geadata.esac.esa.int/data-server/datalink/links?ID=2051388122743101824, ,289.76025,38.575272,376.571664838529,372.443152645418,380.79105918796,1111.4178361178,1,1,2MASS J19190245+3834309,11.397,5436,87,-76,SPE72,3.852,0.072,-0.059,AST10,-0.2,0.15,-0.15,SPE72,1.99,0.24,-0.24,1.027,0.116,-0.104,DSEP,0,0,0,10.14,9.772,9.682,none,0.040373491569593044,1
3438633,1635721458409799680,Gaia DR2 2052875246577238656,2052875246577238656,37881407,2015.5,290.02825727825206,0.019824381638998134,38.59797388242753,0.02740417001077444,2.2969626426490524,0.02779121561906524,82.65067,-10.599610430785878,0.0434545667297473,-8.94629770477254,0.04826460572139211,-0.00095846853,-0.06345493,-0.1284804,0.01796772,0.38727042,-0.07913173,-0.3557281,-0.24916303,-0.10196658,0.02603075,220,220,209,11,7.360967,390.70306,0.0,0.0,31,True,393.2838,1.6416391448623169,0.006677786084025596,0.033882458,25,16,0.036428504,0,28,False,222,671849.3212926785,344.4914557063249,1950.2642,11.120186,24,379880.22538207285,402.78778916013977,943.12744,11.402271,23,422165.93441935384,236.78403987156435,1782.9155,10.698212,1.1937888,0,0.7040596,0.28208542,0.42197418,-38.02729983749186,0.83536210518996,7,6500.0,4.0,-0.25,NOT_AVAILABLE,70.64905069626718,11.400459864916652,302.1704272278002,59.82016975132844,100001,6306.0,6052.0,6785.0,,,,,,,200111,1.8612322,1.6077139,2.020741,4.9352784,4.8369565,5.0336003,http://geadata.esac.esa.int/data-server/datalink/links?ID=2052875246577238656, ,290.02832,38.598019,430.0292426912,424.91148562925,435.269523320651,1143.74371093472,1,1,2MASS J19200679+3835528,11.195,6201,80,-74,SPE72,3.967,0.018,-0.018,AST10,-0.18,0.15,-0.15,SPE72,1.853,0.143,-0.077,1.159,0.185,-0.074,DSEP,0,0,0,10.184,9.943,9.922,none,0.026695037078456683,1
3545753,1635721458409799680,Gaia DR2 2052738563540624000,2052738563540624000,694624472,2015.5,291.7271257694145,0.01875814638025777,38.68947771527405,0.027970951198760065,2.1195310623933667,0.023641097556435682,89.65451,-5.660523003939014,0.04058167754407365,-21.28234790564105,0.05444999394672799,-0.0038947952,0.033368394,-0.2711081,0.0058235503,0.16631624,0.009124215,-0.5525698,-0.10362842,-0.0053808778,-0.07452923,209,209,204,5,6.974904,372.08884,0.0,0.0,31,True,350.00092,1.6128418222719316,0.006402404441290522,0.039237734,24,15,0.044393003,0,32,True,244,780918.8949092748,254.8222031499939,3064.5637,10.956851,27,432216.27059772785,386.31466016451617,1118.8192,11.2621355,25,500770.8557857722,287.78676817748345,1740.076,10.512822,1.1947299,0,0.74931335,0.3052845,0.44402885,-31.356929837586804,0.5940135785691314,6,6250.0,4.0,-0.5,NOT_AVAILABLE,71.32911216237912,10.25032538643497,304.74396344126404,59.53543055733315,100001,5904.5674,5735.27,6200.5977,,,,,,,200111,2.4951746,2.2626116,2.6446571,6.817873,6.685112,6.950634,http://geadata.esac.esa.int/data-server/datalink/links?ID=2052738563540624000, ,291.72714,38.68959,465.528426995744,460.421791559247,470.74754066196,1411.04248216326,1,1,2MASS J19265451+3841225,11.035,5984,71,-89,SPE72,3.809,0.018,-0.02,AST10,-0.22,0.15,-0.15,SPE72,2.28,0.084,-0.102,1.221,0.068,-0.076,DSEP,0,0,2,9.987,9.706,9.675,none,0.08836229328188946,1
3630240,1635721458409799680,Gaia DR2 2100005949939538176,2100005949939538176,202395419,2015.5,286.51700433122045,0.021039520580841665,38.72657875626482,0.026029545981703085,1.6576015186085902,0.026273681416432125,63.08981,-8.243958699455883,0.04682621227860694,31.66381019232456,0.0530637741008902,-0.15061855,0.07015891,-0.17191465,0.09051651,0.28316438,0.11804246,-0.31078222,0.08878468,-0.053157054,-0.19592696,193,193,187,6,11.058143,483.71738,0.0,0.0,31,True,443.25433,1.5509875670037505,0.006526363581375617,-0.061575618,22,15,0.041701466,0,25,False,208,426752.9523302648,72.48006571551025,5887.8667,11.612925,21,205192.5473706095,284.5723419672406,721.05585,12.070984,22,316928.50076776353,196.94073842264484,1609.2582,11.009517,1.2234738,0,1.0614672,0.4580593,0.60340786,-89.82482752001988,3.13669639371992,3,5500.0,3.5,-1.0,NOT_AVAILABLE,69.59213212593427,13.944000401991588,296.88953412775777,60.633137720421296,100001,5130.13,5052.8804,5200.0,,,,,,,200111,3.2523916,3.165577,3.3525984,6.6010623,6.4253545,6.77677,http://geadata.esac.esa.int/data-server/datalink/links?ID=2100005949939538176, ,286.51709,38.72644,593.100073516453,583.92923791398,602.558220006349,888.085091477264,1,1,2MASS J19060409+3843351,11.64,5162,56,-67,SPE72,3.328,0.016,-0.016,AST10,-0.54,0.15,-0.15,SPE72,3.677,0.329,-0.299,1.049,0.194,-0.159,DSEP,0,0,0,10.266,9.834,9.73,none,0.11315821231047764,1
3632418,1635721458409799680,Gaia DR2 2099606483621385216,2099606483621385216,279907619,2015.5,287.36196731685897,0.02537976631602232,38.71413838052882,0.02997509002833908,9.185910602542277,0.03230708740761089,284.33112,27.950987882944585,0.053583234323003444,28.58549864639099,0.055607195191081295,0.03176528,0.074973665,-0.24151373,-0.062441163,0.27652386,-0.13788429,-0.2497064,-0.2891656,-0.04391406,0.10777025,228,228,222,6,10.275413,507.9926,0.0,0.0,31,True,92.89767,1.6426474041952832,0.008052464785894348,0.10153698,26,17,0.04063009,0,31,True,250,10568584.382607577,4464.58767782525,2367.203,8.128324,27,5977947.527368801,5019.500579651046,1190.9447,8.410007,27,6552778.166237051,6228.259746533628,1052.1042,7.720856,1.1856579,0,0.6891513,0.28168392,0.40746737,-18.78537031040463,0.19560847268824152,17,5750.0,4.0,-0.25,NOT_AVAILABLE,69.85643475533324,13.336721077337339,298.1866327204197,60.465651917663976,100001,6110.025,5977.5,6394.06,,,,,,,200111,1.9703554,1.7991903,2.058692,4.8747883,4.8479047,4.901672,http://geadata.esac.esa.int/data-server/datalink/links?ID=2099606483621385216, ,287.36182,38.714016,108.522282119989,108.14026528595,108.906959237277,915.888649870651,1,1,2MASS J19092683+3842505,8.224,6202,74,-83,SPE72,4.026,0.033,-0.027,AST69,-0.1,0.15,-0.15,SPE72,1.733,0.118,-0.095,1.162,0.147,-0.079,DSEP,1,1,1,7.229,7.031,6.945,conf,0.01958702895710246,1
3633847,1635721458409799680,Gaia DR2 2099584557810296832,2099584557810296832,683128955,2015.5,287.8961603529516,0.04907433264527905,38.74379584761459,0.04263721591374644,3.5113612598080968,0.05634221223133269,62.322033,12.081579417426589,0.11130234577494219,8.556829575800245,0.08077888233404172,0.05805436,-0.005214796,0.08691186,-0.21878743,0.50307363,-0.34774584,-0.1750689,-0.31960738,-0.3036974,0.087853365,124,124,124,0,11.317013,391.41608,0.09331118474974551,2.762609430033427,31,True,67.89399,1.590916182852342,0.01286980194599371,0.078053154,14,11,0.067150205,0,18,True,140,1549246.8433233611,365.25734858069336,4241.5215,10.213064,16,852333.1373733799,490.22706909676657,1738.6497,10.524865,17,991422.9559555852,1030.7625375268085,961.8345,9.771273,1.1900983,0,0.7535925,0.31180096,0.44179153,,,0,,,,NOT_AVAILABLE,70.06085657769735,12.969406549085583,299.02020362114826,60.39268392050303,100001,6060.2,5885.1333,6217.6367,,,,,,,200111,2.0076418,1.9072582,2.1288621,4.897958,4.79308,5.0028358,http://geadata.esac.esa.int/data-server/datalink/links?ID=2099584557810296832, ,287.89609,38.743759,282.578763645729,278.11561683249,287.184845771357,941.787369415779,1,1,2MASS J19113506+3844375,10.279,6049,81,-81,SPE72,3.997,0.02,-0.016,AST10,0.08,0.15,-0.15,SPE72,1.827,0.116,-0.087,1.209,0.16,-0.074,DSEP,0,0,0,9.265,9.041,8.972,none,0.010274635921940285,1
3633889,1635721458409799680,Gaia DR2 2099583733176576128,2099583733176576128,1691769016,2015.5,287.9141350847669,0.018168353410075323,38.73456885165679,0.027535968884729152,5.145750046215034,0.02521205806241453,204.09877,1.3771102321117334,0.039472076534054504,-16.515160351514435,0.050099563730744825,0.01990399,0.040660672,-0.16418675,-0.048923478,0.3037892,-0.110088706,-0.3499568,-0.20928137,-0.017423872,-0.008501845,215,215,214,1,9.642096,473.45795,0.0,0.0,31,True,244.28035,1.6542227635302842,0.005213451601052563,0.03870469,25,16,0.038731944,0,29,False,232,1901002.737004166,382.515263221033,4969.7437,9.990909,25,1105211.5432950885,709.7812425490264,1557.1157,10.242775,27,1145068.0838645452,1014.7011315137581,1128.4781,9.614841,1.183733,0,0.6279335,0.25186634,0.37606716,-0.21200246656379917,0.2953333813222637,6,6500.0,4.5,-1.5,NOT_AVAILABLE,70.05821703836982,12.952820691788625,299.0430726428981,60.38027414840239,100001,6417.5254,6308.0,6667.8975,0.1328,0.026,0.2311,0.0705,0.014,0.1341,200111,1.3484874,1.2491204,1.3957213,2.7788103,2.7555954,2.802025,http://geadata.esac.esa.int/data-server/datalink/links?ID=2099583733176576128, ,287.91415,38.734631,193.254283919561,192.310153758035,194.207563485908,943.075649768624,1,1,2MASS J19113939+3844046,10.101,6421,77,-77,SPE72,4.277,0.012,-0.01,AST10,-0.08,0.15,-0.15,SPE72,1.305,0.043,-0.048,1.175,0.073,-0.08,DSEP,0,0,1,9.212,9.022,8.946,none,0.0709799659110043,1
3642422,1635721458409799680,Gaia DR2 2052857615733303168,2052857615733303168,209471563,2015.5,290.53994837908715,0.043519450907150106,38.760306531400225,0.04705004032568075,2.6842725756201506,0.05066934938521532,52.976257,-8.145923390668987,0.09184031160143491,-5.598165912047577,0.08796001742039353,0.04923363,-0.002420465,0.050622888,-0.14647375,0.20781505,-0.17203037,-0.3374609,-0.19665532,-0.10440803,0.012267413,203,203,200,3,24.576004,1192.112,0.2200309172241392,17.713080017016466,31,True,17.483435,1.5524406221803662,0.01300674643716885,-0.025497789,23,16,0.056458637,0,27,False,236,1371614.3651075286,970.9216451611048,1412.6931,10.345285,23,660924.025509733,705.8159974184164,936.39703,10.801009,23,1016531.7680016947,972.6478913416674,1045.1179,9.744118,1.2229792,0,1.0568914,0.45572376,0.6011677,-13.55425195320488,0.4207320792474113,7,5250.0,3.5,0.25,NOT_AVAILABLE,70.97566113025927,11.111831444897216,303.0237389112954,59.866615176666386,100001,5119.1553,5069.3335,5577.53,,,,,,,200111,3.619736,3.0492265,3.6912355,8.106655,7.8970094,8.316301,http://geadata.esac.esa.int/data-server/datalink/links?ID=2052857615733303168, ,290.54001,38.760342,368.776595541242,361.958585671016,375.851610965678,1204.65481261804,1,1,2MASS J19220960+3845372,10.384,5237,52,-125,SPE72,3.594,0.025,-0.015,AST10,0.0,0.15,-0.2,SPE72,3.232,0.102,-0.381,1.495,0.075,-0.299,DSEP,0,0,0,8.977,8.586,8.493,none,0.06210274716381783,1
3643774,1635721458409799680,Gaia DR2 2052848445981103104,2052848445981103104,790124399,2015.5,290.9470668778781,0.018892850909300592,38.77706175365137,0.02716444098468229,5.308582286245501,0.026679888179404903,198.97319,-1.1586782264890285,0.039361298526759715,13.966315094057808,0.04603581090530523,-0.045386344,0.006478413,-0.21435252,-0.13799836,0.4390561,-0.23388232,-0.16143638,-0.22660555,-0.06043313,-0.072647385,235,235,226,9,10.827833,534.54694,0.0,0.0,31,False,261.4142,1.6383825687098377,0.0058918739774865,0.048105698,27,15,0.034176536,0,30,False,229,2192037.314905579,663.2874647604345,3304.8074,9.836246,27,1198050.584056889,1384.1693296758745,865.5376,10.1552,27,1410739.328364433,1295.4806897400736,1088.9697,9.388303,1.1901212,0,0.7668972,0.31895447,0.44794273,-22.467237785974774,0.42376136238882645,3,6250.0,4.0,0.5,NOT_AVAILABLE,71.13325720859702,10.834161002016952,303.63936586364116,59.79371394945674,100001,5737.8667,5645.41,5874.0,,,,,,,200111,1.7758137,1.6944565,1.8344561,3.0795789,3.0537138,3.105444,http://geadata.esac.esa.int/data-server/datalink/links?ID=2052848445981103104, ,290.94705,38.777012,187.359411752421,186.420451344849,188.307708718617,1266.24420056128,1,1,2MASS J19234729+3846372,9.882,5941,80,-80,SPE72,4.108,0.018,-0.016,AST10,0.1,0.15,-0.15,SPE72,1.545,0.097,-0.057,1.117,0.144,-0.067,DSEP,0,0,0,8.89,8.657,8.572,none,0.07525815406719354,1
3643774,1635721458409799680,Gaia DR2 2052848445975408896,2052848445975408896,955267944,2015.5,290.9478973217405,0.10251733558038027,38.77687012177821,0.20290351204241375,1.3157941409985086,0.1572657560024127,8.366692,0.3522134871571596,0.21931226450483055,7.336371957367579,0.38921514079880315,0.1981052,0.0733184,-0.19902577,-0.22465259,0.30062866,-0.28636718,-0.49045387,-0.15485343,0.18070865,0.1578755,174,0,174,0,49.021328,3616.443,1.055859817476111,143.67655929129813,31,False,0.8362,1.656719918667789,0.033458016688460344,0.16161592,20,12,0.3677523,0,23,False,174,15750.464218697323,212.3033394164402,74.18849,15.195132,0,,,,,0,,,,,,2,,,,,,0,,,,NOT_AVAILABLE,71.13337336930614,10.83349553965849,303.6404925160811,59.793347137846034,-9223372036854775808,,,,,,,,,,-9223372036854775808,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2052848445975408896, ,290.94705,38.777012,758.430556408748,672.96230171485,868.257670221674,1266.39220182028,1,1,2MASS J19234729+3846372,9.882,5941,80,-80,SPE72,4.108,0.018,-0.016,AST10,0.1,0.15,-0.15,SPE72,1.545,0.097,-0.057,1.117,0.144,-0.067,DSEP,0,0,0,8.89,8.657,8.572,none,2.4533770967770567,0
3656476,1635721458409799680,Gaia DR2 2052184512764630272,2052184512764630272,1044557435,2015.5,294.2039287839221,0.019734450799456606,38.71591251963522,0.02373735769272138,8.685325993096063,0.02542876594999329,341.55515,97.57132845570433,0.04061028865033303,32.101695689676106,0.04424244189625503,0.07632816,0.12454443,-0.18739648,-0.099075705,0.2373842,-0.14070843,-0.42140406,-0.3200016,-0.10182079,0.010006218,229,229,225,4,6.6417613,389.8197,0.0,0.0,31,True,289.18442,1.5917960931483086,0.006657534341302523,0.0037215583,26,15,0.034733187,0,31,False,247,3063748.91831298,592.8402278126536,5167.9165,9.472733,30,1583874.9832013717,1714.1439090360284,924.0035,9.852086,31,2074824.496012923,2285.7624644499456,907.7166,8.969466,1.1941904,0,0.88261986,0.37935352,0.50326633,-13.255709092019874,0.34406808884232676,8,5750.0,4.0,0.25,NOT_AVAILABLE,72.25349773124802,8.5459384755842,308.3626235466496,58.9738450238251,100001,5581.5,5496.0,5650.0,0.4165,0.3089,0.6033,0.2118,0.1465,0.306,200111,1.3642832,1.3314029,1.407061,1.6274493,1.6193464,1.6355522,http://geadata.esac.esa.int/data-server/datalink/links?ID=2052184512764630272, ,294.20331,38.715778,114.755464795587,114.419054216231,115.093824059717,1951.30319711706,1,1,2MASS J19364879+3842568,9.516,5666,76,-76,SPE72,4.224,0.009,-0.007,AST10,0.26,0.15,-0.15,SPE72,1.299,0.055,-0.044,1.031,0.097,-0.065,DSEP,0,0,0,8.382,8.083,8.008,none,0.22615961573333399,1
3657002,1635721458409799680,Gaia DR2 2052179015206598656,2052179015206598656,1485860777,2015.5,294.3326511023765,0.02264659223387847,38.74471821259211,0.027114008825940346,6.011532772919418,0.029322508029842924,205.01428,-6.1454189673144075,0.047087783211498174,-17.904766672934542,0.05303024533903693,-0.07965469,-0.09387455,-0.07146515,-0.09513283,0.31327438,-0.14103411,-0.39493567,-0.24239787,-0.17422768,-0.15652436,199,199,194,5,7.461946,373.3127,0.0,0.0,31,False,303.98605,1.6067866231079149,0.006454968356730169,-0.038520135,23,15,0.03963809,0,29,False,216,2443639.891506848,591.0283867538187,4134.5557,9.718273,25,1327266.354338436,1210.2757262197804,1096.6644,10.043993,26,1582373.6180472241,1403.7079047512166,1127.2812,9.263647,1.1906992,0,0.7803459,0.32571983,0.45462608,-16.580019187368663,0.23191475291381275,2,6000.0,4.0,0.0,NOT_AVAILABLE,72.32701690905338,8.470928918846692,308.5650975896404,58.969314234331776,100001,5822.3335,5642.95,5953.0,0.7803,0.577,1.0057,0.373,0.2656,0.4935,200111,1.6038817,1.534245,1.7074739,2.6633465,2.6423492,2.6843438,http://geadata.esac.esa.int/data-server/datalink/links?ID=2052179015206598656, ,294.33267,38.74477,165.555787261679,164.749919263348,166.369436120099,1976.60934601782,1,1,2MASS J19371984+3844411,9.78,5922,80,-71,SPE72,4.154,0.016,-0.014,AST10,0.02,0.15,-0.15,SPE72,1.426,0.079,-0.05,1.057,0.126,-0.068,DSEP,0,0,0,8.737,8.511,8.427,none,0.10038644486658561,1
