KIC,solution_id,designation,source_id,random_index,gaia_ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,ra_kic,dec_kic,r_est,r_lo,r_hi,r_length_prior,r_result_flag,r_modality_flag,tm_designation,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,planet?,kepler_gaia_ang_dist,nearest_neighbour
8216936,1635721458409799680,Gaia DR2 2106613705583811840,2106613705583811840,1266558478,2015.5,284.3486666137254,0.023933581982023305,44.1180539657339,0.03321345502508383,2.3768013087364777,0.030480749054502803,77.97713,6.373219923329282,0.06124845488249675,9.909831625321102,0.06804493781681757,-0.19560568,0.071153134,0.11179597,-0.11315087,0.117049344,-0.06952488,-0.22445591,0.19601913,-0.30594042,-0.35179034,212,212,198,14,15.273538,673.9296,0.09670996342403024,3.92239678249994,31,True,71.890495,1.6126786437754965,0.008118662659575044,-0.07341377,24,15,0.053314537,0,26,False,206,1289541.9455945927,481.29777129798987,2679.3018,10.412277,22,755599.8809073097,649.1292208319337,1164.0208,10.655659,24,769124.1365036027,549.8107478679461,1398.8889,10.046929,1.1823764,0,0.60872936,0.2433815,0.36534786,5.926270919365748,0.3908882397068583,11,6750.0,4.0,-0.25,NOT_AVAILABLE,74.12265511238098,17.507068216031932,296.2223446915761,66.25603598919152,100001,6542.137,6459.36,6702.2026,,,,,,,200111,2.312998,2.203837,2.3726606,8.829251,8.648706,9.009796,http://geadata.esac.esa.int/data-server/datalink/links?ID=2106613705583811840, ,284.34863,44.117989,415.762836309339,410.519790117814,421.139079575053,851.431556996233,1,1,2MASS J18572367+4407047,10.486,6419,83,-77,SPE72,4.01,0.018,-0.02,AST10,-0.02,0.15,-0.15,SPE72,1.926,0.077,-0.101,1.389,0.077,-0.121,DSEP,0,0,0,9.627,9.418,9.409,none,0.08038180646559528,1
8228742,1635721458409799680,Gaia DR2 2126880208846372224,2126880208846372224,1287771009,2015.5,290.1999433665821,0.024793500346709647,44.15523366444362,0.02502489356288242,5.658690961678289,0.024850099552138485,227.71301,32.616326206716806,0.052129336435046955,5.90542065249959,0.05140737523331236,0.07174009,-0.046462014,-0.528533,-0.12435827,0.26382872,-0.13993596,-0.38630056,-0.069787666,-0.024313668,0.0775103,201,201,195,6,7.6278734,379.79837,0.0,0.0,31,True,261.12314,1.6358180911550209,0.006959928950270455,0.09097846,23,17,0.04262984,0,27,False,211,3473110.995401186,739.7682107754109,4694.864,9.336569,25,1926814.3964023613,2378.6993990954256,810.02856,9.639289,26,2188608.6077991715,2608.8099094245254,838.9299,8.9115,1.1849385,0,0.7277889,0.30272007,0.42506886,11.57027798242208,0.21684685556203023,5,6000.0,4.0,-0.25,NOT_AVAILABLE,75.85487913120566,13.654060325450754,306.02451883680106,65.08806855613855,100001,6059.61,5972.9336,6158.1,,,,,,,200111,1.8656646,1.8064644,1.9202048,4.228054,4.1962233,4.259885,http://geadata.esac.esa.int/data-server/datalink/links?ID=2126880208846372224, ,290.19968,44.155239,175.824355171168,175.053690613471,176.601713589553,936.279585707394,1,1,2MASS J19204792+4409188,9.369,6115,91,-73,SPE72,4.015,0.015,-0.013,AST10,-0.08,0.15,-0.15,SPE72,1.743,0.113,-0.061,1.147,0.172,-0.069,DSEP,0,0,0,8.386,8.158,8.116,none,0.20682611667474873,1
8241455,1635721458409799680,Gaia DR2 2078326088902961024,2078326088902961024,1163982756,2015.5,294.6578494072088,0.017507959880818307,44.1762846525916,0.022112006998080934,2.4243698896038017,0.022258421780605192,108.91922,-6.965068249333955,0.03873702396738175,-19.11745165787982,0.0404466229150428,-0.0050287284,-0.019612316,-0.15805075,0.010685578,0.35990274,-0.052682236,-0.4218483,-0.23554496,-0.18235505,-0.0739954,250,250,247,3,6.031663,399.49634,0.0,0.0,31,True,309.03125,1.6204642657659634,0.005583893099119873,0.06169931,30,16,0.03348598,0,32,False,265,1255343.5639282379,449.377473734474,2793.5168,10.44146,30,694813.6484903055,641.8237188293627,1082.5615,10.746717,28,800963.155492717,642.9400410821316,1245.782,10.002889,1.1915278,0,0.7438288,0.3052578,0.43857098,-16.58779239890225,0.7524260173712134,8,6250.0,4.0,-0.5,NOT_AVAILABLE,77.31428178959081,10.792274542577102,313.00448828056983,63.979331112300464,100001,6083.0,5972.7173,6217.8496,,,,,,,200111,2.59696,2.4855382,2.693748,8.319487,8.183065,8.455908,http://geadata.esac.esa.int/data-server/datalink/links?ID=2078326088902961024, ,294.6579,44.176361,407.659688251369,403.965853902579,411.420470382069,1360.79006380859,1,1,2MASS J19383789+4410348,10.475,6106,92,-64,SPE72,3.801,0.022,-0.02,AST10,0.04,0.2,-0.15,SPE72,2.442,0.201,-0.11,1.376,0.241,-0.08,DSEP,0,0,0,9.485,9.237,9.181,none,0.03122129620694771,1
8249189,1635721458409799680,Gaia DR2 2078911475768411648,2078911475768411648,1683292896,2015.5,297.00385404397986,0.11557530672065028,44.137364323989765,0.13953791035855911,3.724505409299826,0.14019063106520424,26.567434,-4.141312573732057,0.25510883345366203,-19.366650183639962,0.25597291931784455,-0.060587417,0.08999979,-0.09150422,-0.13298903,0.32183298,-0.1599216,-0.20358108,-0.09864172,-0.23766005,-0.1475882,221,221,209,12,79.40441,9674.505,0.6920128145413069,205.63209707549103,31,True,1.8779966,1.660026545978607,0.036310230494865856,-0.029618993,25,16,0.1395281,0,30,False,239,2188266.013196319,702.8809835541974,3113.281,9.838116,27,1251829.6301515347,1033.0108443493205,1211.8262,10.107525,26,1347549.3073572414,1222.7331767771639,1102.0796,9.438058,1.1878716,0,0.669467,0.26940918,0.4000578,-25.959473585921906,1.6643356620799532,4,6500.0,4.0,-0.25,NOT_AVAILABLE,78.08891146257292,9.291473720502408,316.4601627198213,63.2867069860579,100001,6220.0,6017.8,6376.0,,,,,,,200111,2.1308832,2.027887,2.2764857,6.123159,5.855281,6.391037,http://geadata.esac.esa.int/data-server/datalink/links?ID=2078911475768411648, ,297.00388,44.13744,267.104595126675,257.37752698855,277.581772922517,1658.68099023568,1,1,2MASS J19480093+4408147,9.897,6429,64,-64,PHO10,4.092,0.025,-0.025,AST10,-0.2,0.25,-0.25,PHO10,1.666,0.098,-0.123,1.256,0.121,-0.181,DSEP,0,0,0,8.964,8.714,8.68,none,0.027897013461258446,1
8289241,1635721458409799680,Gaia DR2 2106137651408483584,2106137651408483584,666061217,2015.5,287.6272942334692,0.02303716039811089,44.28070166809755,0.03050200990312099,4.586485739420898,0.03009603778442606,152.395,-5.271705840913927,0.04564570281421867,-26.751477311732216,0.05023670473397067,-0.021427173,-0.1993567,-0.06140161,-0.10213235,0.41280487,-0.23719087,-0.4209837,-0.31830698,-0.15270068,0.033099487,177,177,174,3,8.533659,378.3041,0.0,0.0,31,True,311.7429,1.6359959006662892,0.0076525908204070165,0.0058679907,20,13,0.038364697,0,21,True,177,1391976.5207891425,542.8413675784466,2564.2417,10.329286,20,787241.5098608878,736.0899190186217,1069.491,10.611118,19,863634.3704254843,538.7263152867281,1603.1041,9.921095,1.185994,0,0.6900234,0.2818327,0.40819073,2.893689700964484,1.6652519933188779,3,6000.0,3.5,0.0,NOT_AVAILABLE,75.20161884457214,15.39048415740517,301.9009061602109,65.77910774476796,100001,6072.05,5964.9336,6394.06,0.3043,0.1266,0.4811,0.133,0.0399,0.241,200111,1.4509683,1.3085043,1.5035481,2.5784094,2.5513005,2.6055183,http://geadata.esac.esa.int/data-server/datalink/links?ID=2106137651408483584, ,287.62732,44.280842,216.67800453334,215.263498509265,218.110887507388,852.324387163178,1,1,2MASS J19103055+4416510,10.395,6197,80,-74,SPE72,4.242,0.018,-0.016,AST10,0.04,0.15,-0.1,SPE72,1.343,0.056,-0.05,1.149,0.086,-0.078,DSEP,0,0,0,9.407,9.221,9.169,none,0.09183083347675051,1
8298626,1635721458409799680,Gaia DR2 2126226828362107264,2126226828362107264,310136322,2015.5,291.3913104533488,0.023769025882143833,44.221281591845795,0.027524876686787242,5.359728850556432,0.027819135504949695,192.66339,48.1827741498432,0.047760028863776074,10.027626089427951,0.04792139465488497,-0.1809314,-0.11208651,-0.3455108,0.11620269,0.43830863,0.016043033,-0.49771667,-0.16417289,-0.20954879,-0.15632835,209,209,201,8,9.960999,465.57288,0.0,1.9972741510125233e-15,31,True,289.831,1.6432626766591758,0.007386499227574656,0.008439137,24,15,0.039010044,0,31,False,251,2004346.1249726044,968.8357938522367,2068.8193,9.933434,28,1306321.3326339708,22436.586180245784,58.22282,10.061263,28,1458046.5412804238,21842.42053679945,66.752975,9.352491,1.3791869,0,0.7087717,0.12782955,0.58094215,,,0,,,,NOT_AVAILABLE,76.28846421361757,12.908364802848528,307.98045558359814,64.86510908065083,102001,5958.0,5552.0,7050.0,,,,,,,200111,1.5507482,1.1075518,1.7858434,2.7301044,2.7067504,2.7534585,http://geadata.esac.esa.int/data-server/datalink/links?ID=2126226828362107264, ,291.39093,44.221081,185.581506088082,184.621099074798,186.551777819308,1011.26807241114,1,1,2MASS J19253382+4413158,9.967,6085,82,-91,SPE72,4.229,0.016,-0.014,AST10,0.07,0.15,-0.15,SPE72,1.349,0.056,-0.056,1.125,0.094,-0.077,DSEP,0,0,0,8.641,8.415,8.386,none,0.6133858927118627,1
8298626,1635721458409799680,Gaia DR2 2126226828358257280,2126226828358257280,348787799,2015.5,291.39109592661964,0.07463782269310766,44.220877118611526,0.0587449847497402,5.429078025736856,0.06856237451142781,79.18451,47.110573372183836,0.1613172430653673,9.515853516581917,0.12277057013823761,-0.3118052,-0.1579475,-0.11521049,0.112065434,0.3366611,0.057038326,-0.3933918,-0.15042578,-0.17620057,-0.3520951,157,157,148,9,18.964798,761.21796,0.2592376916944495,17.077825422649607,31,False,13.734512,1.5973821701962272,0.017013769946991098,0.029500984,18,11,0.09661753,0,30,False,184,648954.6571117103,1056.5861936488207,614.19946,11.15783,0,,,,,0,,,,,,2,,,,,,0,,,,NOT_AVAILABLE,76.28802174227154,12.908329811458087,307.97979013712023,64.86478144725251,-9223372036854775808,,,,,,,,,,-9223372036854775808,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2126226828358257280, ,291.39093,44.221081,183.267288055596,180.975431839382,185.616873069073,1011.26919525388,1,1,2MASS J19253382+4413158,9.967,6085,82,-91,SPE72,4.229,0.016,-0.014,AST10,0.07,0.15,-0.15,SPE72,1.349,0.056,-0.056,1.125,0.094,-0.077,DSEP,0,0,0,8.641,8.415,8.386,none,0.9318105316636756,0
8321567,1635721458409799680,Gaia DR2 2079061249861604480,2079061249861604480,49374876,2015.5,298.51884239662667,0.03197436215303182,44.291656107220206,0.041254521640422454,3.9967541874064976,0.042538490243818186,93.956184,-7.821862307370934,0.06499974455748399,-35.3408305388347,0.07438442766145113,-0.19317238,-0.23727103,0.013867604,0.018805733,0.40130842,-0.01770546,-0.35733634,-0.040933777,-0.069914594,-0.10343344,197,197,181,16,14.064984,592.23737,0.12385260006472364,5.734071129062619,31,False,49.449036,1.604055642230412,0.01010803210403828,-0.13535498,23,14,0.04908134,0,30,True,237,910560.928392344,560.5649378360292,1624.3629,10.790093,26,475582.4835397621,437.80017577964406,1086.3003,11.158323,26,624670.050085925,578.7820432882296,1079.2837,10.272793,1.208324,0,0.8855305,0.36822987,0.5173006,-43.86787981724549,2.0125368215393604,6,5500.0,3.5,0.0,NOT_AVAILABLE,78.76583222546724,8.422292221854507,318.7918806648777,62.98223978134935,100001,5491.3335,5366.52,5907.565,,,,,,,200111,1.6769873,1.4490001,1.7559006,2.3039103,2.2686718,2.3391488,http://geadata.esac.esa.int/data-server/datalink/links?ID=2079061249861604480, ,298.51889,44.291828,248.45226060828,245.833868480615,251.126013752276,1771.03590128282,1,1,2MASS J19540453+4417305,10.794,5737,86,-77,SPE72,4.055,0.02,-0.018,AST10,0.04,0.2,-0.15,SPE72,1.584,0.087,-0.063,1.038,0.087,-0.065,DSEP,0,0,1,9.664,9.345,9.257,none,0.07104704671940877,1
8360349,1635721458409799680,Gaia DR2 2126933122843445888,2126933122843445888,397414977,2015.5,289.93107089543975,0.020786204114069128,44.374955897447855,0.024812196976572422,5.338645162398401,0.024147369604942775,221.086,3.933740320425791,0.044719109963134294,36.727566853008106,0.047179318616018436,0.027156694,0.053371254,-0.19564752,-0.009662158,0.22025517,-0.047626864,-0.43081036,-0.13065065,0.011978779,0.0486492,247,247,243,4,9.499708,510.1344,0.0,0.0,31,False,186.58168,1.6371291538932544,0.006361499655057322,-0.00011199334,28,16,0.037633903,0,31,True,254,7155901.131247354,2269.200503553738,3153.49,8.551705,28,4042890.3990407293,5449.452386979659,741.8893,8.834659,28,4393997.370544805,5679.152451044864,773.70654,8.154771,1.1790112,0,0.6798878,0.28295326,0.3969345,-21.210329150576058,0.31758243137918724,4,6500.0,4.0,0.0,NOT_AVAILABLE,75.97800167474621,13.920617749506304,305.7608559037348,65.35851607625654,100001,6069.2505,6010.2246,6217.0,,,,,,,200111,2.8290653,2.6961954,2.884906,9.784101,9.707395,9.860806,http://geadata.esac.esa.int/data-server/datalink/links?ID=2126933122843445888, ,289.93103,44.374828,186.308210974777,185.467478544771,187.156463443098,917.026336889152,1,1,2MASS J19194345+4422293,8.614,6223,81,-62,SPE72,3.818,0.013,-0.011,AST10,0.06,0.15,-0.1,SPE72,2.527,0.09,-0.128,1.533,0.085,-0.185,DSEP,0,0,0,7.671,7.478,7.44,none,0.11750000813755672,1
8367710,1635721458409799680,Gaia DR2 2126373097769166080,2126373097769166080,1620038482,2015.5,292.63821499542314,0.02557577798756556,44.37020543388109,0.029639726859034474,3.6094006436422257,0.030791124532836178,117.222115,6.402362562937148,0.05201263642290068,-20.187865225609066,0.05602797103831409,-0.30346656,-0.44078723,-0.10446778,0.15393473,0.3394636,0.071045265,-0.44175813,-0.14577095,-0.08358595,-0.14741497,212,212,204,8,12.378596,560.8595,0.0,0.0,31,True,263.81772,1.6523849996753044,0.007295469025094096,0.003126938,24,15,0.04237326,0,27,False,222,2158641.189996828,883.5241803962821,2443.2168,9.852915,24,1228033.084526702,1310.927282971022,936.7667,10.128363,24,1323179.791220698,1052.0556990156992,1257.7089,9.457872,1.1818606,0,0.67049026,0.27544785,0.39504242,-7.623375896659099,0.9842545383789847,6,6500.0,4.0,0.25,NOT_AVAILABLE,76.82408946004514,12.169928421156161,310.0648459122738,64.69232994313718,100001,6250.95,6066.1333,6364.967,,,,,,,200111,2.1616752,2.084924,2.2954013,6.4277616,6.3406024,6.5149207,http://geadata.esac.esa.int/data-server/datalink/links?ID=2126373097769166080, ,292.63818,44.3703,274.880550075067,272.555889613434,277.244486752973,1112.25792482044,1,1,2MASS J19303315+4422130,9.943,6369,76,-82,SPE72,3.999,0.011,-0.014,AST10,0.2,0.15,-0.15,SPE72,2.011,0.062,-0.062,1.472,0.076,-0.076,DSEP,0,0,0,8.995,8.802,8.749,none,0.029016403169020717,1
8394589,1635721458409799680,Gaia DR2 2076084974972891392,2076084974972891392,1272237083,2015.5,300.46466582945425,0.021023850541531566,44.35392573667421,0.02340721734796432,8.040574510365566,0.023407625459169717,343.50235,65.55187015266954,0.04371568009343258,-0.90679633644055,0.04431023418224216,0.044051446,0.09043452,-0.3055117,-0.12023556,0.1958398,-0.15456115,-0.3859044,-0.1723685,-0.021471057,0.0066577885,233,233,231,2,5.806679,372.36356,0.0,0.0,31,True,221.17735,1.6376282879603419,0.00555277817627428,0.07181165,27,16,0.035819113,0,33,False,255,3021791.63211697,504.2772086198466,5992.3223,9.487704,31,1707385.328142104,1752.1156053759403,974.4707,9.770559,32,1891146.9586898065,3557.4670005384846,531.5993,9.0701065,1.1908605,0,0.7004528,0.28285503,0.41759777,23.113675205429765,0.40894235855039407,12,6250.0,4.5,-0.25,NOT_AVAILABLE,79.53512664936939,7.255731437072224,321.5957338153425,62.44394506373818,100001,6812.4595,6080.0,7797.61,0.1023,0.0089,0.2211,0.0517,0.0044,0.1431,200111,0.9657093,0.7371083,1.2124033,1.8096862,1.8004509,1.8189214,http://geadata.esac.esa.int/data-server/datalink/links?ID=2076084974972891392, ,300.46426,44.353909,123.92428461191,123.563144976309,124.287503726885,1795.84413248224,1,1,2MASS J20015142+4421140,9.522,6147,79,-86,SPE72,4.309,0.012,-0.013,AST10,-0.28,0.15,-0.15,SPE72,1.147,0.041,-0.041,0.976,0.059,-0.059,DSEP,0,0,0,8.54,8.284,8.226,none,0.07961873480152633,1
8394589,1635721458409799680,Gaia DR2 2076084974964985344,2076084974964985344,96746692,2015.5,300.4644259756092,0.08218526481995225,44.35340255531389,0.056906976705787364,7.978148448116243,0.06294163374989832,126.75471,64.15125913923744,0.16840759828202248,-1.8492378148822266,0.10976718660757435,-0.374625,0.058839437,-0.44636753,0.19047934,0.20791823,0.1723863,-0.4261952,-0.07413762,-0.10505229,-0.3892836,156,0,150,6,19.707205,804.0116,0.4545675481559574,33.849389952795796,31,False,4.465043,1.4284066942311204,0.015078449610476087,-0.0076082624,18,11,0.17138344,0,29,False,174,75087.8493403537,518.0060425457525,144.95555,13.499441,0,,,,,0,,,,,,1,,,,,,0,,,,NOT_AVAILABLE,79.53458601645376,7.255606894501788,321.59490716037584,62.443548979709725,-9223372036854775808,,,,,,,,,,-9223372036854775808,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2076084974964985344, ,300.46426,44.353909,124.9033058405,123.921580196543,125.900428843739,1795.87227009323,1,1,2MASS J20015142+4421140,9.522,6147,79,-86,SPE72,4.309,0.012,-0.013,AST10,-0.28,0.15,-0.15,SPE72,1.147,0.041,-0.041,0.976,0.059,-0.059,DSEP,0,0,0,8.54,8.284,8.226,none,1.882012747650819,0
8408931,1635721458409799680,Gaia DR2 2117369471924207232,2117369471924207232,868311279,2015.5,281.03373901088014,0.01785856224202032,44.44753308334752,0.02193273867818623,2.294952338800357,0.0228701437941449,100.34709,-13.66676161305795,0.03875476462739822,12.184418774379242,0.03968386308134201,-0.035526417,-0.18358536,0.014900815,0.028375125,0.4557829,-0.04575645,-0.17920245,-0.11248642,-0.036445554,0.16164677,244,244,235,9,6.934239,412.0975,0.0,3.6923768360658805e-15,31,True,306.77335,1.62976295367917,0.005314162900772555,0.14772215,28,16,0.03301122,0,30,False,243,1437835.6758322227,385.3366508103773,3731.3752,10.294092,28,803441.2015691957,540.9345088185479,1485.2837,10.589003,28,903533.75114139,933.8126599844666,967.57495,9.872059,1.1871836,0,0.71694374,0.29491043,0.4220333,-40.83374247809714,5.95966109947121,8,6500.0,3.5,-1.0,NOT_AVAILABLE,73.59109487438323,19.84931340376504,290.55689122320365,67.10107807760059,100001,5870.51,5789.68,6038.56,,,,,,,200111,3.1659544,2.9921923,3.254971,10.725245,10.536323,10.914168,http://geadata.esac.esa.int/data-server/datalink/links?ID=2117369471924207232, ,281.03384,44.447472,430.363522507441,426.136878009424,434.67332214334,843.370688001556,1,1,2MASS J18440812+4426509,10.306,6143,82,-91,SPE72,3.694,0.027,-0.015,AST10,-0.04,0.2,-0.15,SPE72,2.858,0.137,-0.164,1.474,0.187,-0.093,DSEP,0,0,0,9.378,9.162,9.083,none,0.05691861860282104,1
8414062,1635721458409799680,Gaia DR2 2106673315430481280,2106673315430481280,156137751,2015.5,284.0633877973821,0.04184972324865728,44.45519066742367,0.04689865372649526,3.4182763222826065,0.04746420942940046,72.017975,-34.9092646141505,0.08996093836893101,21.14573413917773,0.09475459304245733,-0.22417732,-0.15120117,-0.11611472,0.02925249,0.16508141,0.011554287,-0.16529304,-0.05531513,-0.024745926,-0.11396305,213,213,212,1,30.071356,1617.0885,0.231101574592195,23.86440208799509,31,True,15.844195,1.6996065544468313,0.011734913180985993,-0.053171735,24,16,0.060092885,0,26,False,221,895799.9475806395,258.44268320068994,3466.1455,10.807838,23,513756.9418600485,526.8361374573676,975.1741,11.074494,25,550869.4893727802,285.46627998729355,1929.7183,10.409298,1.1884645,0,0.6651964,0.26665592,0.3985405,-3.1105482826989626,2.259922147006643,6,6500.0,4.0,-0.25,NOT_AVAILABLE,74.37633168035103,17.81841761546433,295.93287597951314,66.63284386869404,100001,6238.75,6101.1,6471.785,0.379,0.2216,0.4524,0.1775,0.115,0.2231,200111,1.476321,1.3719168,1.5436884,2.9747238,2.9171777,3.03227,http://geadata.esac.esa.int/data-server/datalink/links?ID=2106673315430481280, ,284.06363,44.45509,290.175369451585,286.202497135211,294.258062199084,850.665811192394,1,1,2MASS J18561527+4427183,10.895,6212,74,-84,SPE72,4.103,0.02,-0.022,AST10,-0.2,0.15,-0.15,SPE72,1.529,0.093,-0.07,1.082,0.11,-0.07,DSEP,0,0,0,9.937,9.715,9.681,none,0.08836344798987945,1
8416311,1635721458409799680,Gaia DR2 2105966020215708544,2105966020215708544,1304422685,2015.5,285.29533978670804,0.0199657999740852,44.42583728463225,0.023243672203671125,2.853109121399101,0.022981168961012925,124.14987,-8.461064159082504,0.04485092103201333,-9.31799934178472,0.0464430763581723,-0.1762818,-0.111577556,-0.15094167,-0.0055569713,0.23414111,-0.064036414,-0.36837092,-0.18625134,-0.13774148,-0.18399559,220,220,218,2,8.785767,449.56592,0.0,0.0,31,True,266.3628,1.6244784159658179,0.006178543004622059,0.028765831,25,16,0.038878392,0,27,False,225,1687930.148709058,642.0518885188762,2628.9622,10.11998,22,962054.093096707,1148.173041915352,837.8999,10.39339,22,1035933.7164212745,847.2058612732549,1222.765,9.72359,1.183691,0,0.6697998,0.27340984,0.39638996,-44.760940345332,0.7916260085236504,3,6500.0,4.0,-0.25,NOT_AVAILABLE,74.68126180104206,16.987841610406413,298.0491808541705,66.38203099868973,100001,6191.0767,6009.2,6342.6,,,,,,,200111,2.4667273,2.3502758,2.6183045,8.053816,7.93933,8.168302,http://geadata.esac.esa.int/data-server/datalink/links?ID=2105966020215708544, ,285.29538,44.4259,347.003195005929,344.236973742389,349.813427951404,845.058552890773,1,1,2MASS J19011089+4425332,10.172,6204,74,-80,SPE72,3.901,0.013,-0.015,AST10,0.14,0.15,-0.1,SPE72,2.16,0.158,-0.079,1.355,0.186,-0.08,DSEP,0,0,0,9.282,9.085,9.033,none,0.08595265690718175,1
8424992,1635721458409799680,Gaia DR2 2126936318297510400,2126936318297510400,622704522,2015.5,289.6384258949794,0.02012373730525191,44.404887040039725,0.022846094585296302,7.271782335363861,0.02444662530613848,297.45547,12.089348695156398,0.04297071623676051,85.02476473751017,0.0435074922667545,0.10177841,0.18224461,-0.032104112,-0.03252765,0.31413284,-0.049471937,-0.1661335,-0.14045435,-0.15442514,0.07932192,219,219,211,8,11.040817,519.95685,0.0,0.0,31,True,317.62903,1.5869054277777461,0.007001790387351616,0.10799513,25,16,0.034337476,0,28,False,227,1470970.0332277461,605.7803702774561,2428.2234,10.269356,28,777436.8062866272,523.6440750499509,1484.6665,10.624725,26,979236.1085959193,945.3400070538878,1035.856,9.784701,1.1942276,1,0.840024,0.35536957,0.48465443,-89.62924247806373,1.1824119469578316,5,5750.0,4.5,-0.25,NOT_AVAILABLE,75.91702630202488,14.123419322288312,305.30866032862224,65.45449329113556,100002,5666.35,5553.275,5745.0,0.118,0.017,0.2398,0.0595,0.0063,0.125,200111,1.0917153,1.0620285,1.1366267,1.1069479,1.1005161,1.1133797,http://geadata.esac.esa.int/data-server/datalink/links?ID=2126936318297510400, ,289.63837,44.404491,136.974461076545,136.513873852677,137.438111181717,903.495160328394,1,1,2MASS J19183320+4424161,10.319,5721,77,-77,SPE72,4.368,0.016,-0.018,AST10,-0.12,0.15,-0.15,SPE72,1.028,0.041,-0.037,0.9,0.063,-0.05,DSEP,0,0,0,9.173,8.902,8.843,none,0.11636164769149382,1
8493735,1635721458409799680,Gaia DR2 2126241392589845504,2126241392589845504,1159634474,2015.5,291.23780676674653,0.020942361476804828,44.587671749091236,0.023410930303667202,3.1872324230735773,0.02358047622934091,135.16403,17.466785255052464,0.046982536652667786,17.84083195616075,0.04801798882478957,-0.20840584,-0.108469345,-0.055574212,0.037073776,0.2356134,-0.010121536,-0.38290885,-0.1615586,0.026332898,-0.16731972,213,213,211,2,5.794994,346.49014,0.0,0.0,31,True,259.2646,1.6114286933055637,0.006199701105370124,0.03629045,24,16,0.03985111,0,28,False,225,1774442.7333036002,367.9987531706321,4821.8716,10.065711,27,950586.9603864687,829.4612710477872,1146.0293,10.406408,28,1167169.0336852185,988.4073752216569,1180.8583,9.594086,1.1934767,0,0.8123226,0.3406973,0.47162533,,,0,,,,NOT_AVAILABLE,76.5800751115621,13.16440825010394,308.03404070987403,65.24689109270359,100001,5739.5,5612.08,5860.0,,,,,,,200111,2.6594913,2.551241,2.7816274,6.9149346,6.825536,7.0043335,http://geadata.esac.esa.int/data-server/datalink/links?ID=2126241392589845504, ,291.2377,44.587582,310.950959383278,308.670313093485,313.264948364688,985.154265793921,1,1,2MASS J19245704+4435152,10.073,5889,79,-79,SPE72,3.738,0.018,-0.012,AST10,-0.02,0.15,-0.2,SPE72,2.618,0.071,-0.118,1.369,0.055,-0.089,DSEP,0,0,0,9.018,8.742,8.699,none,0.046660057523392376,1
