KIC,numax,enumax,Dnu,eDnu,Length,HBR,Teff_SDSS,eTeff_SDSS,[M/H]_SDSS,e[M/H]_SDSS,Radius_SDSS,+eRad_SDSS,-eRad_SDSS,syRad_SDSS,Mass_SDSS,+eMas_SDSS,-eMas_SDSS,syMas_SDSS,logg_SDSS,+elogg_SDSS,-elogg_SDSS,sylogg_SDSS,rho_SDSS,+erho_SDSS,-erho_SDSS,syrho_SDSS,Age_SDSS,+eAge_SDSS,-eAge_SDSS,syAge_SDSS,Teff_ASPC,eTeff_ASPC,[M/H]_ASPC,e[M/H]_ASPC,Radius_ASPC,+eRad_ASPC,-eRad_ASPC,syRad_ASPC,Mass_ASPC,+eMas_ASPC,-eMas_ASPC,syMas_ASPC,logg_ASPC,+elogg_ASPC,-elogg_ASPC,sylogg_ASPC,rho_ASPC,+erho_ASPC,-erho_ASPC,syrho_ASPC,Age_ASPC,+eAge_ASPC,-eAge_ASPC,syAge_ASPC
8216936,1118.588,58.678000000000004,56.678000000000004,7.22,29.3,1.401,6437.0,50.0,-0.106,0.1,1.896,0.077,-0.071,0.046,1.3780000000000001,0.057999999999999996,-0.092,0.063,4.0169999999999995,0.021,-0.024,0.002,0.1999,0.02758,-0.01202,0.005064,2.642,0.82,-0.337,0.565,6364.5,69.27600000000001,-0.106,0.1,1.8619999999999999,0.083,-0.073,0.055999999999999994,1.318,0.09699999999999999,-0.092,0.095,4.015,0.023,-0.024,0.006,0.2027,0.02333,-0.023809999999999998,0.004699,3.142,0.893,-0.679,0.927
8228742,1175.394,15.702,62.051,0.066,1049.3,1.9,6130.0,51.0,-0.019,0.1,1.8769999999999998,0.012,-0.049,0.023,1.39,0.025,-0.11800000000000001,0.04,4.033,0.005,-0.015,0.006,0.2097,0.0009062999999999999,-0.001389,0.002459,3.011,1.2429999999999999,-0.218,0.445,6181.3,69.27600000000001,-0.019,0.1,1.8719999999999999,0.012,-0.012,0.037000000000000005,1.383,0.026000000000000002,-0.023,0.071,4.034,0.004,-0.005,0.008,0.2107,0.001,-0.001033,0.003275,2.918,0.261,-0.213,0.526
8241455,713.2230000000001,59.163999999999994,41.89,0.723,31.0,1.538,6262.0,66.0,-0.094,0.099,2.4290000000000003,0.040999999999999995,-0.04,0.027000000000000003,1.383,0.045,-0.046,0.040999999999999995,3.806,0.011000000000000001,-0.011000000000000001,0.005,0.09617,0.003311,-0.003208,0.0009365,2.937,0.256,-0.235,0.179,5820.7,69.27600000000001,-0.094,0.099,2.392,0.045,-0.045,0.019,1.2890000000000001,0.045,-0.051,0.028999999999999998,3.7889999999999997,0.01,-0.01,0.006999999999999999,0.09398,0.0031829999999999996,-0.003177,0.0017050000000000001,3.947,0.35,-0.303,0.303
8249189,1402.424,95.87200000000001,67.6,7.89,25.9,1.508,6432.0,65.0,-0.187,0.1,1.64,0.073,-0.069,0.034,1.271,0.047,-0.07200000000000001,0.052000000000000005,4.111000000000001,0.027000000000000003,-0.028999999999999998,0.002,0.2862,0.01371,-0.01067,0.006227,2.965,0.6970000000000001,-0.32,0.579,6295.0,69.27600000000001,-0.187,0.1,1.6130000000000002,0.07200000000000001,-0.071,0.036000000000000004,1.22,0.062,-0.083,0.065,4.106,0.026000000000000002,-0.027999999999999997,0.005,0.2888,0.01967,-0.01961,0.005796,3.655,1.204,-0.586,0.8540000000000001
8289241,1817.121,122.906,95.976,4.165,29.9,1.209,6306.0,52.0,-0.004,0.1,1.364,0.04,-0.039,0.016,1.214,0.043,-0.055,0.038,4.251,0.019,-0.019,0.003,0.4752,0.033389999999999996,-0.033010000000000005,0.002874,2.903,0.662,-0.52,0.672,6085.4,69.27600000000001,-0.004,0.1,1.3359999999999999,0.043,-0.040999999999999995,0.022000000000000002,1.131,0.054000000000000006,-0.059000000000000004,0.053,4.239,0.019,-0.02,0.006,0.4722,0.03092,-0.03355,0.004417,4.792,1.1909999999999998,-0.9470000000000001,1.5530000000000002
8298626,1896.023,105.052,91.514,1.642,29.4,1.264,6211.0,84.0,0.038,0.099,1.3780000000000001,0.025,-0.027000000000000003,0.012,1.206,0.047,-0.055,0.031,4.24,0.011000000000000001,-0.012,0.004,0.4597,0.0156,-0.015059999999999999,0.003037,3.355,0.9229999999999999,-0.685,0.6859999999999999,5684.7,69.27600000000001,0.038,0.099,1.2990000000000002,0.027999999999999997,-0.027000000000000003,0.019,0.9990000000000001,0.05,-0.047,0.042,4.21,0.012,-0.012,0.006999999999999999,0.4557,0.01563,-0.01496,0.0049770000000000005,10.02,1.745,-1.629,2.0980000000000003
8321567,1304.981,184.75599999999997,70.851,0.757,33.4,1.31,5744.0,58.0,0.032,0.10099999999999999,1.5859999999999999,0.026000000000000002,-0.026000000000000002,0.022000000000000002,1.073,0.046,-0.045,0.036000000000000004,4.067,0.009000000000000001,-0.009000000000000001,0.006999999999999999,0.2686,0.005845,-0.005765999999999999,0.004431,8.25,1.06,-0.97,0.872,5585.2,69.27600000000001,0.032,0.10099999999999999,1.56,0.026000000000000002,-0.027000000000000003,0.028999999999999998,1.018,0.047,-0.045,0.053,4.059,0.009000000000000001,-0.009000000000000001,0.009000000000000001,0.2682,0.005795000000000001,-0.005784,0.004887,10.29,1.354,-1.245,1.675
8360349,739.6360000000001,18.896,40.76,0.27399999999999997,92.0,1.864,6258.0,49.0,0.153,0.099,2.656,0.021,-0.027999999999999997,0.063,1.7269999999999999,0.028999999999999998,-0.028999999999999998,0.111,3.826,0.005,-0.006999999999999999,0.01,0.09212000000000001,0.001193,-0.00116,0.0007956,1.6980000000000002,0.14800000000000002,-0.106,0.386,6325.5,69.27600000000001,0.153,0.099,2.6510000000000002,0.022000000000000002,-0.026000000000000002,0.051,1.723,0.036000000000000004,-0.03,0.105,3.827,0.006,-0.006,0.01,0.09262999999999999,0.001295,-0.001296,0.0009861000000000002,1.65,0.129,-0.11900000000000001,0.426
8367710,1032.56,27.584,55.607,0.467,147.8,1.4780000000000002,6352.0,66.0,0.013999999999999999,0.1,2.041,0.025,-0.051,0.023,1.455,0.043,-0.113,0.048,3.98,0.006999999999999999,-0.011000000000000001,0.004,0.171,0.002895,-0.002804,0.0007927,2.414,0.919,-0.253,0.405,6066.3,69.27600000000001,0.013999999999999999,0.1,1.962,0.024,-0.023,0.031,1.27,0.039,-0.037000000000000005,0.057999999999999996,3.9560000000000004,0.008,-0.006999999999999999,0.008,0.1679,0.002742,-0.002696,0.001572,4.343,0.405,-0.37799999999999995,0.8290000000000001
8394589,2385.971,41.713,109.443,0.204,1050.7,1.25,6251.0,54.0,-0.27,0.139,1.192,0.017,-0.017,0.017,1.121,0.047,-0.046,0.033,4.335,0.006999999999999999,-0.006999999999999999,0.006,0.6622,0.0032020000000000004,-0.003278,0.003425,2.965,0.722,-0.867,0.735,6134.8,140.0,-0.27,0.139,1.188,0.019,-0.02,0.018000000000000002,1.1059999999999999,0.057,-0.055999999999999994,0.051,4.332,0.009000000000000001,-0.009000000000000001,0.008,0.6602,0.0056229999999999995,-0.004636,0.006044,3.21,1.466,-1.2570000000000001,0.905
8408931,578.341,44.765,33.931999999999995,0.41700000000000004,25.9,2.072,6252.0,120.0,-0.124,0.10099999999999999,2.866,0.044000000000000004,-0.044000000000000004,0.03,1.493,0.057999999999999996,-0.057,0.047,3.697,0.011000000000000001,-0.01,0.006,0.06335,0.0017219999999999998,-0.0016699999999999998,0.0007454,2.1919999999999997,0.204,-0.165,0.11199999999999999,5936.9,69.27600000000001,-0.124,0.10099999999999999,2.8560000000000003,0.042,-0.045,0.028999999999999998,1.4369999999999998,0.053,-0.055,0.034,3.685,0.009000000000000001,-0.008,0.006,0.06192,0.001467,-0.0016079999999999998,0.0010949999999999998,2.509,0.231,-0.17,0.217
8414062,1130.258,194.199,70.479,6.382999999999999,26.1,1.1640000000000001,6578.0,61.0,-0.251,0.1,1.726,0.1,-0.09699999999999999,0.033,1.3,0.051,-0.062,0.051,4.0760000000000005,0.042,-0.040999999999999995,0.003,0.2525,0.04373,-0.03506,0.004845,2.6489999999999996,0.506,-0.268,0.48100000000000004,6279.7,69.27600000000001,-0.251,0.1,1.6580000000000001,0.092,-0.08900000000000001,0.035,1.162,0.077,-0.06,0.063,4.066,0.039,-0.044000000000000004,0.008,0.2537,0.03866,-0.0349,0.005443,4.606,0.8029999999999999,-1.052,1.008
8416311,875.1519999999999,40.247,48.885,1.784,27.5,1.935,6446.0,60.0,0.131,0.1,2.275,0.067,-0.08,0.036000000000000004,1.565,0.069,-0.138,0.06,3.915,0.015,-0.015,0.003,0.132,0.007238,-0.00701,0.001374,1.955,0.82,-0.245,0.313,6265.8,69.27600000000001,0.131,0.1,2.224,0.08800000000000001,-0.077,0.055,1.4280000000000002,0.153,-0.08199999999999999,0.106,3.907,0.016,-0.016,0.008,0.1319,0.007129000000000001,-0.006984999999999999,0.001364,2.9539999999999997,0.47,-0.885,0.737
8424992,2525.0429999999997,76.71,120.914,0.305,338.5,1.103,5807.0,57.0,-0.127,0.10099999999999999,1.052,0.017,-0.017,0.009000000000000001,0.929,0.043,-0.043,0.02,4.362,0.006999999999999999,-0.006999999999999999,0.003,0.7986,0.003829,-0.004029,0.006006,8.773,1.758,-1.494,0.8220000000000001,5531.8,69.27600000000001,-0.127,0.10099999999999999,1.02,0.016,-0.015,0.032,0.843,0.040999999999999995,-0.033,0.084,4.3469999999999995,0.006999999999999999,-0.006,0.013999999999999999,0.7964,0.004220000000000001,-0.004001,0.004811,14.22,1.568,-1.865,8.422
8493735,620.149,40.786,38.5,1.1540000000000001,30.0,2.07,5965.0,109.0,-0.08,0.1,2.585,0.067,-0.065,0.023,1.374,0.055999999999999994,-0.054000000000000006,0.037000000000000005,3.7489999999999997,0.015,-0.015,0.004,0.0792,0.004275,-0.004143,0.001367,3.0980000000000003,0.34,-0.318,0.192,5731.2,69.27600000000001,-0.08,0.1,2.574,0.075,-0.07,0.027999999999999997,1.339,0.06,-0.055,0.044000000000000004,3.7430000000000003,0.013999999999999999,-0.013999999999999999,0.005,0.07851,0.004305,-0.004221,0.001351,3.447,0.355,-0.345,0.282
8493800,1832.5810000000001,155.011,83.226,1.453,33.4,1.17,6241.0,73.0,0.039,0.1,1.482,0.025,-0.027000000000000003,0.015,1.252,0.04,-0.048,0.040999999999999995,4.1930000000000005,0.011000000000000001,-0.012,0.006,0.3836,0.01356,-0.012620000000000001,0.002916,3.2089999999999996,0.616,-0.43799999999999994,0.684,6039.3,69.27600000000001,0.039,0.1,1.459,0.028999999999999998,-0.03,0.026000000000000002,1.185,0.053,-0.065,0.067,4.1819999999999995,0.012,-0.013000000000000001,0.011000000000000001,0.38,0.01321,-0.01245,0.004902,4.5489999999999995,1.305,-0.7709999999999999,1.431
8499940,1300.637,60.122,69.493,1.05,33.4,1.2209999999999999,6023.0,58.0,-0.006,0.1,1.6480000000000001,0.036000000000000004,-0.031,0.019,1.163,0.094,-0.047,0.04,4.07,0.013000000000000001,-0.011000000000000001,0.006,0.2604,0.00742,-0.007449,0.003186,5.567,0.74,-1.3969999999999998,0.684,5624.8,69.27600000000001,-0.006,0.1,1.5830000000000002,0.03,-0.03,0.023,1.0270000000000001,0.046,-0.047,0.039,4.05,0.01,-0.01,0.006999999999999999,0.259,0.007461,-0.007387,0.004144,9.775,1.2690000000000001,-1.171,1.5119999999999998
8561221,489.61199999999997,5.706,29.766,0.07200000000000001,1047.1,1.796,5229.0,60.0,-0.16399999999999998,0.10099999999999999,3.091,0.045,-0.048,0.026000000000000002,1.436,0.057,-0.061,0.028999999999999998,3.614,0.006,-0.006,0.001,0.04858,0.0003093,-0.0003215,0.0003891,2.602,0.45,-0.33899999999999997,0.20199999999999999,5154.6,69.27600000000001,-0.16399999999999998,0.10099999999999999,3.06,0.05,-0.051,0.049,1.3980000000000001,0.065,-0.064,0.061,3.611,0.006,-0.006999999999999999,0.005,0.048760000000000005,0.0003055,-0.00031749999999999997,0.00042619999999999995,2.955,0.58,-0.46299999999999997,0.5760000000000001
8574769,1321.783,65.317,71.28399999999999,0.565,25.9,1.276,5437.0,70.0,0.341,0.1,1.579,0.021,-0.022000000000000002,0.013000000000000001,1.069,0.038,-0.039,0.027999999999999997,4.069,0.006999999999999999,-0.006999999999999999,0.005,0.2711,0.004277,-0.004344,0.004476,9.967,1.383,-1.253,0.948,5535.0,69.27600000000001,0.341,0.1,1.597,0.021,-0.022000000000000002,0.023,1.104,0.037000000000000005,-0.04,0.043,4.074,0.006999999999999999,-0.006999999999999999,0.006999999999999999,0.2712,0.00414,-0.0044280000000000005,0.0045509999999999995,8.655,1.254,-1.0759999999999998,1.4280000000000002
8579578,958.39,35.628,50.338,0.5489999999999999,71.3,1.935,6308.0,45.0,0.054000000000000006,0.1,2.218,0.028999999999999998,-0.06,0.040999999999999995,1.538,0.04,-0.13699999999999998,0.081,3.932,0.008,-0.012,0.009000000000000001,0.1409,0.002932,-0.002984,0.0009836,2.165,0.8809999999999999,-0.18100000000000002,0.544,6361.5,69.27600000000001,0.054000000000000006,0.1,2.214,0.028999999999999998,-0.042,0.039,1.536,0.046,-0.053,0.084,3.9339999999999997,0.008,-0.01,0.008,0.1415,0.003076,-0.0029920000000000003,0.001276,2.0980000000000003,0.365,-0.203,0.54
8621637,1042.115,32.169000000000004,57.437,1.604,26.1,1.3219999999999998,5737.0,75.0,0.094,0.1,1.876,0.040999999999999995,-0.042,0.013999999999999999,1.176,0.048,-0.05,0.019,3.9610000000000003,0.011000000000000001,-0.011000000000000001,0.003,0.178,0.0070409999999999995,-0.006841,0.002173,6.27,0.835,-0.701,0.36700000000000005,5544.4,69.27600000000001,0.094,0.1,1.8430000000000002,0.043,-0.042,0.022000000000000002,1.115,0.048,-0.046,0.035,3.9539999999999997,0.011000000000000001,-0.011000000000000001,0.005,0.1779,0.007201000000000001,-0.006952,0.002055,7.81,0.93,-0.877,0.992
8656342,1015.2710000000001,227.206,71.368,1.167,29.4,1.137,6074.0,71.0,-0.05,0.099,1.621,0.039,-0.036000000000000004,0.024,1.159,0.102,-0.057,0.047,4.085,0.015,-0.013000000000000001,0.009000000000000001,0.274,0.009182,-0.009019,0.004472,5.414,0.927,-1.527,0.8540000000000001,5869.2,69.27600000000001,-0.05,0.099,1.5830000000000002,0.032,-0.032,0.03,1.081,0.05,-0.053,0.053,4.072,0.012,-0.012,0.009000000000000001,0.272,0.009245,-0.008907,0.004707,7.487,1.121,-1.0070000000000001,1.296
8677016,1858.634,162.02700000000002,91.854,1.774,31.0,1.129,6248.0,75.0,-0.27,0.10099999999999999,1.324,0.028999999999999998,-0.027999999999999997,0.013999999999999999,1.081,0.055999999999999994,-0.054000000000000006,0.031,4.227,0.013000000000000001,-0.013000000000000001,0.005,0.4648,0.01721,-0.01856,0.003461,4.912,1.1079999999999999,-0.987,1.071,5383.3,69.27600000000001,-0.27,0.10099999999999999,1.235,0.021,-0.021,0.017,0.8590000000000001,0.024,-0.019,0.032,4.19,0.012,-0.013000000000000001,0.006999999999999999,0.4571,0.01734,-0.01725,0.008249,15.71,0.503,-0.8079999999999999,1.571
8694723,1434.684,20.974,75.08800000000001,0.09,1049.7,2.1109999999999998,6351.0,62.0,-0.359,0.1,1.554,0.018000000000000002,-0.022000000000000002,0.023,1.176,0.038,-0.054000000000000006,0.052000000000000005,4.125,0.006,-0.008,0.006,0.3135,0.001955,-0.0025210000000000002,0.00149,3.767,0.877,-0.426,0.483,6334.4,69.27600000000001,-0.359,0.1,1.554,0.018000000000000002,-0.023,0.019,1.176,0.038,-0.055999999999999994,0.039,4.124,0.006,-0.008,0.006999999999999999,0.3128,0.0022429999999999998,-0.0026089999999999998,0.00312,3.795,0.9059999999999999,-0.451,0.653
8696343,2405.417,225.09099999999998,110.738,3.673,28.6,1.156,6178.0,65.0,-0.055999999999999994,0.099,1.183,0.032,-0.031,0.012,1.119,0.052000000000000005,-0.052000000000000005,0.032,4.341,0.018000000000000002,-0.019,0.005,0.6768,0.03336,-0.03349,0.003841,3.072,1.099,-0.9670000000000001,1.591,5680.5,69.27600000000001,-0.055999999999999994,0.099,1.117,0.032,-0.031,0.018000000000000002,0.941,0.048,-0.05,0.045,4.314,0.018000000000000002,-0.019,0.006999999999999999,0.673,0.04722,-0.03071,0.004302,10.49,2.129,-1.923,3.238
8702606,666.5,10.177,39.639,0.063,1048.9,2.7939999999999996,5511.0,85.0,-0.17,0.1,2.476,0.027999999999999997,-0.034,0.039,1.278,0.043,-0.047,0.038,3.7539999999999996,0.005,-0.005,0.003,0.08415,0.0004213,-0.0003864,0.0013,4.127,0.462,-0.321,0.337,5408.0,69.27600000000001,-0.17,0.1,2.437,0.037000000000000005,-0.031,0.046,1.225,0.055,-0.043,0.061,3.752,0.006,-0.006,0.004,0.08452,0.000411,-0.00041260000000000005,0.001164,4.523,0.5479999999999999,-0.428,0.657
8738809,884.4689999999999,23.04,49.456,0.14800000000000002,345.0,1.912,6058.0,59.0,0.07400000000000001,0.1,2.1630000000000003,0.021,-0.02,0.017,1.3319999999999999,0.039,-0.036000000000000004,0.02,3.892,0.006,-0.005,0.005,0.1317,0.0009146000000000001,-0.0008967000000000001,0.00215,3.823,0.28800000000000003,-0.284,0.20800000000000002,5957.9,69.27600000000001,0.07400000000000001,0.1,2.1519999999999997,0.022000000000000002,-0.02,0.023,1.307,0.04,-0.036000000000000004,0.031,3.888,0.006,-0.006,0.006999999999999999,0.1311,0.0008699,-0.0008794,0.0025280000000000003,4.163,0.336,-0.32799999999999996,0.446
8776961,1206.211,35.086999999999996,64.779,0.708,30.0,1.3840000000000001,5777.0,72.0,-0.126,0.1,1.676,0.03,-0.03,0.016,1.065,0.05,-0.048,0.018000000000000002,4.0169999999999995,0.008,-0.009000000000000001,0.004,0.2264,0.004718,-0.004588,0.004101,7.939,1.058,-0.9620000000000001,0.578,5640.1,69.27600000000001,-0.126,0.1,1.652,0.03,-0.03,0.023,1.021,0.047,-0.046,0.036000000000000004,4.01,0.008,-0.008,0.006,0.2263,0.004664,-0.004599,0.003949,9.437000000000001,1.185,-1.048,1.4080000000000001
8802782,771.388,53.468,45.118,3.1860000000000004,26.1,1.4769999999999999,6089.0,68.0,0.254,0.1,2.359,0.109,-0.092,0.04,1.44,0.147,-0.057999999999999996,0.051,3.8510000000000004,0.023,-0.024,0.002,0.1095,0.009640000000000001,-0.009428,0.0019649999999999997,3.0860000000000003,0.358,-0.784,0.172,5978.7,69.27600000000001,0.254,0.1,2.343,0.091,-0.08199999999999999,0.039,1.41,0.05,-0.048,0.055999999999999994,3.846,0.023,-0.023,0.005,0.1091,0.0097,-0.009426,0.00175,3.359,0.37,-0.325,0.32899999999999996
8817551,737.414,117.32,43.19,1.391,29.4,1.4669999999999999,5720.0,57.0,0.03,0.1,2.351,0.071,-0.066,0.018000000000000002,1.3030000000000002,0.048,-0.051,0.023,3.8080000000000003,0.016,-0.017,0.006,0.09977000000000001,0.006444,-0.006218,0.001967,4.131,0.4,-0.36700000000000005,0.259,5466.6,69.27600000000001,0.03,0.1,2.324,0.075,-0.071,0.024,1.262,0.054000000000000006,-0.063,0.033,3.804,0.016,-0.016,0.005,0.09992999999999999,0.006411,-0.006189,0.0016120000000000002,4.678999999999999,0.645,-0.496,0.48200000000000004
8868481,678.3380000000001,46.967,40.421,1.3430000000000002,25.9,1.6340000000000001,5779.0,67.0,-0.095,0.1,2.451,0.07400000000000001,-0.069,0.02,1.301,0.053,-0.054000000000000006,0.023,3.772,0.015,-0.016,0.005,0.088,0.005344,-0.005129,0.0014269999999999999,3.8110000000000004,0.39399999999999996,-0.355,0.23800000000000002,5469.2,69.27600000000001,-0.095,0.1,2.419,0.08,-0.076,0.033,1.252,0.063,-0.068,0.051,3.765,0.015,-0.016,0.006,0.08781,0.005326,-0.0051270000000000005,0.0009027000000000001,4.395,0.728,-0.525,0.71
8915084,1608.535,76.094,78.645,1.078,30.0,1.403,5817.0,60.0,0.09,0.1,1.501,0.039,-0.032,0.019,1.131,0.095,-0.059000000000000004,0.045,4.141,0.013000000000000001,-0.012,0.008,0.3364,0.008891,-0.008792,0.004848,6.669,1.347,-1.882,1.121,5878.0,69.27600000000001,0.09,0.1,1.5190000000000001,0.033,-0.035,0.027000000000000003,1.192,0.057999999999999996,-0.086,0.069,4.147,0.011000000000000001,-0.013000000000000001,0.01,0.3369,0.008829,-0.008790000000000001,0.004793,5.226,1.847,-0.998,1.58
8938364,1669.006,20.241,85.678,0.09699999999999999,958.7,1.368,5965.0,62.0,-0.18,0.1,1.376,0.015,-0.015,0.018000000000000002,1.037,0.034,-0.035,0.035,4.176,0.006,-0.006,0.005,0.3973,0.001282,-0.0007924,0.0049310000000000005,7.49,0.945,-0.86,0.841,5660.9,69.27600000000001,-0.18,0.1,1.341,0.017,-0.016,0.026000000000000002,0.953,0.036000000000000004,-0.036000000000000004,0.055,4.1610000000000005,0.006,-0.006,0.008,0.3953,0.0008134,-0.001206,0.005525,11.68,1.4380000000000002,-1.392,2.285
8940939,1538.954,55.251999999999995,77.348,3.725,26.1,1.3419999999999999,6343.0,58.0,-0.402,0.1,1.4580000000000002,0.05,-0.040999999999999995,0.026000000000000002,1.095,0.077,-0.053,0.039,4.149,0.013999999999999999,-0.013999999999999999,0.002,0.3518,0.019430000000000003,-0.0196,0.006306,4.845,0.8170000000000001,-1.051,0.732,6289.2,69.27600000000001,-0.402,0.1,1.4480000000000002,0.049,-0.042,0.03,1.073,0.07400000000000001,-0.055,0.053,4.146,0.013999999999999999,-0.013999999999999999,0.005,0.3525,0.01856,-0.01853,0.005964,5.32,0.9840000000000001,-1.052,1.3159999999999998
8950146,2131.654,90.867,94.829,3.034,29.4,1.069,6374.0,60.0,-0.013999999999999999,0.10099999999999999,1.33,0.028999999999999998,-0.028999999999999998,0.013999999999999999,1.237,0.042,-0.05,0.035,4.282,0.013999999999999999,-0.013999999999999999,0.003,0.5263,0.02327,-0.02559,0.002908,2.122,0.601,-0.47600000000000003,0.478,6142.3,69.27600000000001,-0.013999999999999999,0.10099999999999999,1.304,0.031,-0.032,0.019,1.158,0.049,-0.052000000000000005,0.046,4.27,0.013999999999999999,-0.013999999999999999,0.006,0.5226,0.023969999999999998,-0.025810000000000003,0.005272,3.802,0.9540000000000001,-0.804,1.048
8952800,973.873,24.886,53.048,1.3459999999999999,29.4,1.5130000000000001,6122.0,55.0,0.03,0.1,2.0140000000000002,0.039,-0.035,0.028999999999999998,1.2930000000000001,0.040999999999999995,-0.036000000000000004,0.052000000000000005,3.9410000000000003,0.01,-0.01,0.004,0.1581,0.0054009999999999996,-0.005338,0.0017649999999999999,4.032,0.326,-0.321,0.34600000000000003,5697.2,69.27600000000001,0.03,0.1,1.959,0.04,-0.040999999999999995,0.024,1.178,0.047,-0.047,0.04,3.924,0.01,-0.01,0.005,0.1565,0.005461,-0.00532,0.00149,6.117999999999999,0.7290000000000001,-0.616,0.713
8956017,1234.145,97.14,62.17,3.883,31.1,1.546,6605.0,86.0,0.128,0.1,1.881,0.073,-0.068,0.025,1.4969999999999999,0.057999999999999996,-0.057999999999999996,0.047,4.063,0.024,-0.025,0.004,0.2239,0.02043,-0.01935,0.001825,1.817,0.28300000000000003,-0.251,0.231,6349.1,69.27600000000001,0.128,0.1,1.861,0.073,-0.065,0.033,1.422,0.057,-0.057999999999999996,0.067,4.05,0.024,-0.025,0.006,0.2191,0.02021,-0.019719999999999998,0.0029230000000000003,2.476,0.41200000000000003,-0.317,0.599
9005973,1538.112,126.21,82.376,1.7180000000000002,33.4,1.169,6131.0,57.0,-0.128,0.1,1.452,0.035,-0.034,0.016,1.122,0.065,-0.059000000000000004,0.036000000000000004,4.164,0.013000000000000001,-0.013999999999999999,0.006,0.3667,0.015430000000000001,-0.013590000000000001,0.004178,5.26,1.084,-1.11,0.8320000000000001,5793.9,69.27600000000001,-0.128,0.1,1.391,0.033,-0.032,0.033,0.981,0.054000000000000006,-0.049,0.064,4.143,0.013000000000000001,-0.013999999999999999,0.01,0.3644,0.01486,-0.015390000000000001,0.0057929999999999995,9.954,1.547,-1.505,2.438
9025370,3016.535,51.228,132.707,0.429,1048.2,1.091,5659.0,73.0,-0.033,0.1,0.997,0.013999999999999999,-0.015,0.005,0.956,0.039,-0.04,0.011000000000000001,4.42,0.006999999999999999,-0.006999999999999999,0.003,0.9631,0.007044,-0.005507,0.006609,7.002000000000001,1.9669999999999999,-1.56,0.8590000000000001,5543.6,69.27600000000001,-0.033,0.1,0.985,0.013999999999999999,-0.013999999999999999,0.016,0.919,0.037000000000000005,-0.037000000000000005,0.045,4.415,0.006999999999999999,-0.006999999999999999,0.006999999999999999,0.9624,0.006351,-0.005295,0.007553,9.248,1.96,-1.7619999999999998,2.263
9026479,702.799,17.215,42.443999999999996,0.825,29.4,2.338,5601.0,69.0,-0.217,0.10099999999999999,2.303,0.052000000000000005,-0.054000000000000006,0.024,1.187,0.051,-0.061,0.021,3.785,0.009000000000000001,-0.009000000000000001,0.003,0.09685,0.003036,-0.00299,0.001169,4.992,0.701,-0.532,0.235,5320.3,69.27600000000001,-0.217,0.10099999999999999,2.237,0.063,-0.062,0.042,1.092,0.067,-0.066,0.054000000000000006,3.775,0.009000000000000001,-0.009000000000000001,0.005,0.09732,0.003156,-0.00313,0.00117,6.718,1.3630000000000002,-1.08,1.205
9026685,1128.535,43.885,61.894,0.639,30.0,1.4509999999999998,5618.0,58.0,0.006999999999999999,0.1,1.7369999999999999,0.027999999999999997,-0.027999999999999997,0.013999999999999999,1.073,0.044000000000000004,-0.044000000000000004,0.019,3.988,0.008,-0.008,0.005,0.2046,0.004034,-0.004101,0.003187,8.47,0.9179999999999999,-0.847,0.551,5585.9,69.27600000000001,0.006999999999999999,0.1,1.732,0.027999999999999997,-0.028999999999999998,0.024,1.063,0.045,-0.044000000000000004,0.039,3.987,0.008,-0.008,0.006999999999999999,0.2046,0.004075,-0.004069,0.0033590000000000004,8.77,1.0170000000000001,-0.9329999999999999,1.141
9049593,1916.848,147.165,85.064,3.0780000000000003,28.9,1.1059999999999999,5788.0,59.0,0.20199999999999999,0.1,1.4140000000000001,0.042,-0.040999999999999995,0.032,1.157,0.054000000000000006,-0.067,0.071,4.197,0.018000000000000002,-0.018000000000000002,0.006999999999999999,0.4067,0.02431,-0.02389,0.004801,5.836,1.665,-1.065,1.8019999999999998,5889.2,69.27600000000001,0.20199999999999999,0.1,1.426,0.042,-0.04,0.027000000000000003,1.1909999999999998,0.051,-0.066,0.065,4.203,0.018000000000000002,-0.019,0.008,0.408,0.0244,-0.0241,0.003657,4.8919999999999995,1.4469999999999998,-0.877,1.415
9051235,909.289,111.01899999999999,51.208,3.8,29.6,1.275,5669.0,65.0,0.207,0.1,2.062,0.107,-0.095,0.018000000000000002,1.251,0.05,-0.053,0.024,3.905,0.03,-0.032,0.004,0.1418,0.01641,-0.01739,0.00205,5.325,0.745,-0.616,0.282,6019.5,69.27600000000001,0.207,0.1,2.113,0.105,-0.095,0.045,1.341,0.065,-0.047,0.07,3.915,0.032,-0.033,0.006999999999999999,0.1417,0.017130000000000003,-0.015780000000000002,0.002716,3.917,0.449,-0.534,0.614
9073645,739.9689999999999,69.157,43.619,1.881,28.5,1.556,6438.0,64.0,-0.152,0.1,2.342,0.079,-0.07,0.038,1.3730000000000002,0.055999999999999994,-0.045,0.054000000000000006,3.8360000000000003,0.021,-0.021,0.004,0.1067,0.008018,-0.007804000000000001,0.0009955,2.804,0.259,-0.265,0.223,5951.2,69.27600000000001,-0.152,0.1,2.298,0.079,-0.07400000000000001,0.025,1.263,0.048,-0.053,0.036000000000000004,3.815,0.02,-0.021,0.006,0.1036,0.007965999999999999,-0.00772,0.001415,4.056,0.46799999999999997,-0.38,0.359
