KIC,logg_seis_SDSS,logg_seis_err_SDSS,logg_seis_ASPC,logg_seis_err_ASPC,logg_seis_DR14,logg_seis_err_DR14,logg_seis_DR16,logg_seis_err_DR16,R_seis_SDSS,R_seis_err_SDSS,R_seis_ASPC,R_seis_err_ASPC,R_seis_DR14,R_seis_err_DR14,R_seis_DR16,R_seis_err_DR16,M_seis_SDSS,M_seis_err_SDSS,M_seis_ASPC,M_seis_err_ASPC,M_seis_DR14,M_seis_err_DR14,M_seis_DR16,M_seis_err_DR16
10873176,3.8944726440052353,0.02694590386390765,3.867150489026815,0.02690985671510141,3.8694047645813785,0.027492753115385373,3.8778413140468233,0.027445102790950564,2.235805983035354,0.06795311134648367,2.099481049918884,0.06673035434053665,2.1104070770498167,0.08451629010849807,2.151804364391455,0.08319214979162261,1.431004079983572,0.19449531870730874,1.1848801040204757,0.19279442002828162,1.2034754452975027,0.21892907711677406,1.275695084524312,0.21689090063945574
10909629,3.9211478222287552,0.012658621672857716,3.903545088527344,0.012743078369330915,3.9059762363598836,0.013770129496748442,3.911304627352082,0.013393745834856273,2.2705306812759822,0.03438148812730142,2.180342102522919,0.03693341336356072,2.19258171982558,0.060613889685315184,2.2196483682937713,0.052978624227612195,1.5692877039318407,0.09422182574235453,1.3896146076250864,0.09800874263843065,1.4131485403453055,0.13727920466686055,1.4661317110806984,0.12400138726253711
10923629,3.838855002314569,0.011864571777707673,3.8330218100385887,0.01173415432271009,3.8383220840432477,0.012380953540503455,3.839408119124784,0.012370526461138903,2.5804576247052746,0.03864932063679386,2.546030133124417,0.035109667633157315,2.577293113783427,0.05055533332860528,2.5837461854304093,0.05033833754856557,1.6770594787395146,0.0974645334600238,1.6108269566823148,0.09195113041763216,1.6708971212729273,0.11725025480442612,1.6834794370231645,0.11687620907802669
10959362,3.879077254499741,0.029074129391646383,3.8695354900726544,0.028987496452079306,3.8710463638294974,0.029205923296276963,3.8701745321336776,0.029248945639486875,2.442691686098793,0.07607991165903762,2.3896092450750825,0.0732219366995782,2.397936970781087,0.0802479362397591,2.3931280207625343,0.08156634254024406,1.648597219394668,0.2164504767361995,1.5434382885490612,0.2124711865248752,1.5596311154229054,0.22238957288978708,1.5502666196678938,0.22429995539168052
10963065,4.3050368507149415,0.0075029782852224156,4.292194674129826,0.007764410004339919,4.295326421782408,0.00888326799394336,4.293911525760998,0.008693245477535114,1.2623959046047557,0.022119340057799638,1.2256131171757159,0.028772476590347693,1.2344830976628052,0.04907075250409443,1.2304677966702082,0.046093502501141415,1.1741619557828347,0.05820646190080158,1.0744877656045784,0.06886474442853592,1.097985785602517,0.10517930592046854,1.0873066138525476,0.09964625070683827
10971974,4.327566523467705,0.04165757585227725,4.3137662024552235,0.0416900260863788,4.31716633779561,0.041951535052788175,4.320140348515371,0.041981143698901414,1.2456440731974965,0.09893911739467742,1.2066842520389784,0.10009188449678129,1.216168583310181,0.1089673417320927,1.2245253803091203,0.10993041578191885,1.2040775399124568,0.29368359079300405,1.0945950816232621,0.2952419297223713,1.1206084640422238,0.307554518670034,1.1438680524109137,0.3089223866178426
10972252,3.8776398385074673,0.019387392028886438,3.865250163903165,0.0194429352238858,3.869666779921895,0.020288850237009326,3.871103184282349,0.02000361393252095,2.5439408310693303,0.04949929184891131,2.4723920095277316,0.05131411773616529,2.4976636155717897,0.07405581091407044,2.505938172553395,0.06715145876887545,1.7821893758577734,0.1421287357351503,1.6360057531579435,0.14468038105998177,1.6866876873227914,0.17982466590559715,1.7035068635482,0.1686331272515852
10972873,3.969060785156353,0.011693979817704038,3.9540359971892935,0.011774906170060672,3.9575166867018035,0.0129328242275157,3.9564783604481084,0.012776177956289967,1.8189302402477974,0.03411402144333793,1.7570788668081794,0.0363989100417082,1.7712177053737082,0.061252244222539665,1.766988075069952,0.058396976954982915,1.1245865154767185,0.09023624779424871,1.013721150560862,0.09373919771758471,1.0383901895439436,0.13599582445439107,1.0309689782564222,0.13087529273992932
11021413,3.8452844462255666,0.012686242758984455,3.836315486667835,0.012688021046857418,3.840336566556285,0.01305082234177446,3.8392273427045787,0.013024317277432527,2.0111758658246335,0.041063966141712226,1.9700674215793894,0.041110547241344615,1.988392741730364,0.04982198669537693,1.983320702971306,0.04923009361294309,1.0339143043098973,0.10811123559092368,0.9718017240589736,0.10818202428211797,0.9991734946468687,0.12195065982987836,0.991546836599727,0.12098533162496192
11026764,3.8952967242438574,0.007688851712297651,3.886194235056924,0.007871173167773379,3.8994295557025134,0.008668447657542053,3.895942385525444,0.008566898748870356,2.049042755528105,0.026431431045614674,2.0065432785392727,0.03064764364880663,2.0686349218208067,0.0453641237248192,2.0520913125567777,0.043697036636417164,1.204200394918195,0.0655956155435757,1.1308143153724841,0.07256317823084381,1.2390740444528292,0.0986910202366308,1.20958320806471,0.0956348609727739
