var_name,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat,50th,16th,84th
y_offset[19],-0.021793715599404045,0.9593359110872456,-1.8189211013459583,1.7976280848268669,0.006007379747860276,0.007665239891519158,25501.82325410802,7832.352979787413,25474.379592853456,12986.891833063406,1.000051222239075,-0.02849213347138598,-0.9661195852064035,0.9325237314117042
y_offset[20],0.19033447600795583,0.9646277698771251,-1.5986161285023543,2.0406727622380885,0.005279609595462467,0.007741899691061704,33382.27278067004,7762.955231237366,33332.81060552838,13077.058574389246,1.000030918336764,0.1900803339810137,-0.7724889762167112,1.1482223238564513
y_offset[21],0.17035881134259906,0.9776421700855668,-1.7185250847152174,1.9570328149530334,0.005385890262899551,0.008182734363788894,32949.1982827068,7137.866919405206,32932.489834877975,12973.196890757998,1.000117820308938,0.17664445436949278,-0.8097358681644478,1.1374569203501097
y_offset[22],-0.040950696587131845,0.9503655519527041,-1.8508087645336135,1.72343168159285,0.006170305345198868,0.007651333959182475,23722.91537544193,7714.537637264411,23722.16318667606,13134.38472190545,1.0002188497405735,-0.045113426975924076,-0.9862874392585441,0.9106528372416445
y_offset[23],-0.16533391548021067,0.9463309351879056,-1.890557731807808,1.6909330502891529,0.005402632509038103,0.007851136443137735,30681.40330233734,7264.837458362745,30644.131511710686,12703.26977972051,1.0001219516086588,-0.17378524249464428,-1.0928489796064031,0.768885290778483
y_offset[24],0.09494593115639532,0.9443060227914865,-1.665086638249301,1.8766021372796078,0.0051615763896462,0.007956767663088107,33470.39216949155,7043.007390328355,33417.611833575495,12715.180127074178,1.000275557869987,0.08656025283213739,-0.841950684494592,1.0314320189095092
y_offset[25],-0.10857993111619493,0.9479046405028971,-1.8948616235540041,1.6682127353902583,0.0054868950041571446,0.007854933732441578,29845.30347719484,7281.972615047595,29855.729209396362,13246.122250639533,1.0001800194902961,-0.10641083078833666,-1.047807691974266,0.8330559349567515
y_offset[26],0.13062977943547022,0.9581244722031489,-1.6785609260672423,1.9605174073491858,0.005547396273638431,0.007932696525719787,29830.840156742775,7294.691389152992,29781.641025400728,13122.233751303613,1.0000369215952298,0.12580747392744795,-0.8087450406540696,1.0787236387676353
y_offset[27],-0.014855772299573612,0.959552345853108,-1.8625589847301278,1.7481134835583365,0.00661510425736061,0.007613743267581631,21040.88275953565,7942.2360315017995,21035.918100060764,13419.763261051017,0.9999638985668956,-0.017527463224589257,-0.967477112516191,0.941196159323173
y_offset[28],0.09870758705955435,0.9807382809992583,-1.7463646948639782,1.9261754006192293,0.0058356690298168165,0.008095334059353958,28243.918456792708,7339.073362597358,28262.82846954754,13512.479025124929,1.0001086307300446,0.10133037951861079,-0.8662774627485086,1.0773008945073195
y_offset[29],0.17155005004635346,0.9701311984762913,-1.650213756727741,1.9782037051448322,0.005803303996815301,0.007678019611045731,27945.39808921197,7982.965415504236,27946.84644475464,13817.61370753269,1.0004076501154817,0.17581275286724882,-0.7893392233297893,1.1482584337386026
y_offset[30],0.0903949774793305,0.9514836978800885,-1.7009968395063153,1.8528301949970711,0.005718481503187494,0.00808233401853408,27684.791821193634,6930.039008408547,27687.786455646747,13376.225064483373,1.000101194847717,0.09832648304093825,-0.8624757889081106,1.0320921660816407
y_offset[31],0.147568147117594,0.9576684902389512,-1.6532702780913497,1.9500941839515407,0.005358401420648503,0.007735559566464521,31941.838226998203,7663.902864866377,31963.409064798165,13548.156295438217,0.9999745249514203,0.1425719055620478,-0.8008806374398203,1.100219409660849
y_offset[32],-0.19022093531792306,0.9543260947014214,-2.0219759798632073,1.5420679955793033,0.005428293783432194,0.007580902891163838,30907.71581178999,7924.168603589558,30897.969455395596,14598.460601848905,0.9999456967942612,-0.18925767967554502,-1.15759592244997,0.7630172856664565
y_offset[33],0.14445169018009046,0.9572081806786794,-1.693696570093686,1.9091397953314726,0.005423031673475295,0.007833837842371936,31155.054929573656,7465.649352381285,31146.90803071955,13179.269151728442,1.0003130456646467,0.13792699580249762,-0.8013615330709972,1.0999832510801537
y_offset[34],-0.15525432602740974,0.9612261989812746,-1.993332754024492,1.6636972860696073,0.005707406588118184,0.007758981132114618,28364.39823564836,7674.4069684472615,28333.75106762029,13312.847976488165,1.0004691637341807,-0.15800518675675457,-1.1122401500907306,0.7867044892851764
